SALE_ID,SALE_DATE,STORE_CODE,PROD_DESC,QTY,UNIT_PRICE,TOTAL_AMT
LSS0019849,02/03/2026,LS02,MERIDIAN STRINGER PALLET BLOCK 48X48IN,3,157.0,471.0
LSS0019850,29/12/2025,LS04,TITAN TOGGLE SWITCH 25A 3-POLE,2,40.83,81.65
LSS0019851,21/04/2026,LS01,ATLAS HYDRAULIC CHECK VALVE 24V DC,5,159.39,796.93
LSS0019852,13/03/2026,LS02,MERIDIAN DIN CONTACTOR ROLLER LEVER,5,46.3,231.51
LSS0019853,08/05/2026,LS02,TITAN TOGGLE SWITCH 25A 3-POLE,2,41.44,82.89
LSS0019854,20/08/2025,LS03,VANGUARD VENTED SAFETY HELMET RATCHET,6,180.87,1085.23
LSS0019855,06/08/2025,LS01,LAKESIDE WINTER SALT PELLETS 50LB,2,39.09,78.19
LSS0019856,04/04/2026,LS04,STERLING HYDRAULIC CHECK VALVE 3/4IN,1,228.67,228.67
LSS0019857,20/08/2025,LS02,MERIDIAN CUT-RESISTANT GLOVES PAIR (L),2,71.56,143.12
LSS0019858,11/12/2025,LS01,STERLING HYDRAULIC HOSE R2 3/8IN X 10M,3,222.66,667.97
LSS0019859,15/05/2026,LS04,LAKESIDE BUNGEE SET 24PC,3,44.71,134.14
LSS0019860,17/07/2025,LS02,LAKESIDE STORAGE TOTE 27GAL,2,27.94,55.89
LSS0019861,28/01/2026,LS02,TITAN STRETCH WRAP 18IN 1500FT,5,102.84,514.18
LSS0019862,06/10/2025,LS02,LAKESIDE UTILITY KNIFE 3PK,3,36.98,110.93
LSS0019863,13/07/2025,LS03,LAKESIDE STORM TARP 10X12FT,1,9.82,9.82
LSS0019864,13/09/2025,LS04,VANGUARD HYDRAULIC ROD SEAL 45X65X10,2,167.48,334.96
LSS0019865,16/06/2025,LS04,STERLING STRETCH WRAP 20IN 5000FT,2,10.62,21.24
LSS0019866,28/01/2026,LS01,LAKESIDE MOVING BLANKET,5,38.89,194.46
LSS0019867,15/01/2026,LS04,VANGUARD GASKET SET 35X52X7,4,185.77,743.06
LSS0019868,05/10/2025,LS03,ATLAS DROP-IN ANCHOR M8,4,166.9,667.58
LSS0019869,16/03/2026,LS02,STERLING HYDRAULIC HOSE R2 3/8IN X 10M,4,218.02,872.06
LSS0019870,31/05/2026,LS03,TITAN CARRIAGE BOLT 1/4IN X 1IN,3,142.9,428.7
LSS0019871,11/08/2025,LS02,TITAN SAFETY GOGGLES WRAPAROUND,5,10.09,50.47
LSS0019872,07/02/2026,LS04,STERLING LEATHER WORK GLOVES BOX 100 (L),4,13.88,55.53
LSS0019873,08/03/2026,LS04,STERLING SHRINK FILM 2MIL 10FT,5,109.86,549.3
LSS0019874,02/04/2026,LS01,LAKESIDE UTILITY KNIFE 3PK,4,36.64,146.57
LSS0019875,23/07/2025,LS04,ATLAS STRETCH WRAP 24IN ROLL,4,155.93,623.72
LSS0019876,07/02/2026,LS03,TITAN STRETCH WRAP 18IN 1500FT,1,103.25,103.25
LSS0019877,06/04/2026,LS03,STERLING STRETCH WRAP 20IN 5000FT,2,10.3,20.59
LSS0019878,14/10/2025,LS04,MERIDIAN CUT-RESISTANT GLOVES PAIR (XL),1,157.18,157.18
LSS0019879,02/10/2025,LS03,LAKESIDE LED SHOP LIGHT 4FT,6,40.33,242.01
LSS0019880,22/03/2026,LS02,LAKESIDE PRO SHOP TOWELS 12PK,2,39.75,79.5
LSS0019881,20/03/2026,LS03,MERIDIAN FULL BRIM HARD HAT CLASS G BLUE,3,131.41,394.22
LSS0019882,28/11/2025,LS04,VANGUARD BRASS BALL VALVE 3000 PSI,2,242.72,485.45
LSS0019883,27/10/2025,LS02,TITAN RJ45 CONNECTOR 12-POS,2,167.7,335.39
LSS0019884,15/02/2026,LS01,ATLAS STRETCH WRAP 24IN ROLL,4,152.28,609.11
LSS0019885,31/05/2026,LS02,VANGUARD COAXIAL CABLE 305M REEL,1,209.46,209.46
LSS0019886,23/01/2026,LS04,LAKESIDE EXTENSION CORD 25FT,2,21.08,42.15
LSS0019887,24/04/2026,LS01,STERLING STRETCH WRAP 20IN 5000FT,1,10.67,10.67
LSS0019888,15/07/2025,LS02,MERIDIAN WOOD PALLET 1200X800MM,5,98.07,490.35
LSS0019889,31/12/2025,LS02,LAKESIDE UTILITY KNIFE 3PK,6,36.48,218.88
LSS0019890,20/05/2026,LS02,TITAN STRETCH WRAP 18IN 1500FT,6,102.61,615.65
LSS0019891,03/02/2026,LS04,VANGUARD GASKET SET ASSORTED 200PC,4,119.69,478.74
LSS0019892,23/09/2025,LS01,LAKESIDE EXTENSION CORD 25FT,5,21.4,106.98
LSS0019893,14/11/2025,LS02,VANGUARD MACHINE SCREW #10 X 1-1/2IN,1,72.45,72.45
LSS0019894,26/02/2026,LS02,VANGUARD HEX BOLT 1/4IN X 1IN,4,97.15,388.6
LSS0019895,28/03/2026,LS01,STERLING HYDRAULIC HOSE R2 3/8IN X 10M,3,219.68,659.04
LSS0019896,27/03/2026,LS02,LAKESIDE MOVING BLANKET,4,38.68,154.71
LSS0019897,13/01/2026,LS03,TITAN CARRIAGE BOLT 1/4IN X 1IN,6,142.47,854.83
LSS0019898,06/08/2025,LS02,LAKESIDE STORAGE TOTE 27GAL,1,28.46,28.46
LSS0019899,31/10/2025,LS03,MERIDIAN CUT-RESISTANT GLOVES PAIR (XL),2,162.17,324.33
LSS0019900,14/05/2026,LS04,TITAN RJ45 CONNECTOR 12-POS,4,169.21,676.86
LSS0019901,03/10/2025,LS01,TITAN ROCKER SWITCH 20A,4,368.97,1475.88
LSS0019902,16/05/2026,LS03,ATLAS STRETCH WRAP 24IN ROLL,5,154.7,773.48
LSS0019903,21/04/2026,LS03,LAKESIDE MOVING BLANKET,3,38.46,115.37
LSS0019904,01/12/2025,LS04,STERLING ANTI-FOG GOGGLES INDIRECT VENT,1,73.55,73.55
LSS0019905,19/04/2026,LS03,STERLING ROCKER SWITCH 15A,2,43.84,87.67
LSS0019906,06/03/2026,LS04,TITAN STRETCH WRAP 18IN 1500FT,4,102.11,408.46
LSS0019907,25/02/2026,LS02,VANGUARD GASKET SET 35X52X7,1,184.59,184.59
LSS0019908,20/11/2025,LS04,LAKESIDE PRO SHOP TOWELS 12PK,2,40.01,80.01
LSS0019909,11/06/2025,LS02,LAKESIDE STORM TARP 10X12FT,4,9.95,39.78
LSS0019910,27/03/2026,LS02,MERIDIAN FULL BRIM HARD HAT CLASS G BLUE,1,133.88,133.88
LSS0019911,01/09/2025,LS04,LAKESIDE UTILITY KNIFE 3PK,6,36.54,219.23
LSS0019912,26/12/2025,LS04,MERIDIAN CUT-RESISTANT GLOVES PAIR (L),5,73.68,368.4
LSS0019913,23/06/2025,LS03,MERIDIAN CUT-RESISTANT GLOVES PAIR (XL),2,162.29,324.57
LSS0019914,14/12/2025,LS04,TITAN STRETCH WRAP 18IN 1500FT,4,103.23,412.91
LSS0019915,22/03/2026,LS01,ATLAS HYDRAULIC CHECK VALVE 24V DC,1,156.01,156.01
LSS0019916,24/03/2026,LS03,MERIDIAN CUT-RESISTANT GLOVES PAIR (L),5,72.23,361.13
LSS0019917,11/07/2025,LS02,MERIDIAN HEAVY-DUTY CARTON 18X18X16IN,6,185.07,1110.42
LSS0019918,31/03/2026,LS01,LAKESIDE EXTENSION CORD 25FT,4,21.12,84.49
LSS0019919,19/07/2025,LS01,LAKESIDE WORK GLOVES L,1,38.5,38.5
LSS0019920,10/12/2025,LS03,LAKESIDE STORM TARP 10X12FT,4,9.92,39.68
LSS0019921,05/01/2026,LS02,STERLING HYDRAULIC CHECK VALVE 3/4IN,3,226.52,679.57
LSS0019922,12/12/2025,LS02,VANGUARD PLASTIC EURO PALLET 42X42IN,5,24.05,120.24
LSS0019923,08/09/2025,LS04,LAKESIDE STORM TARP 10X12FT,3,9.89,29.66
LSS0019924,21/08/2025,LS04,MERIDIAN DIN CONTACTOR ROLLER LEVER,5,46.54,232.68
LSS0019925,31/03/2026,LS02,ATLAS HYDRAULIC ROD SEAL PTFE 25PC,6,166.9,1001.37
LSS0019926,09/03/2026,LS02,LAKESIDE UTILITY KNIFE 3PK,2,36.74,73.47
LSS0019927,26/02/2026,LS02,VANGUARD NITRILE GLOVES PAIR (XL),2,15.6,31.2
LSS0019928,16/09/2025,LS02,MERIDIAN CUT-RESISTANT GLOVES PAIR (L),1,72.45,72.45
LSS0019929,19/05/2026,LS01,STERLING HYDRAULIC HOSE R2 3/8IN X 10M,4,226.57,906.27
LSS0019930,12/03/2026,LS01,VANGUARD BRASS BALL VALVE 3000 PSI,2,246.12,492.23
LSS0019931,19/09/2025,LS04,LAKESIDE MOVING BLANKET,4,38.48,153.93
LSS0019932,27/01/2026,LS02,STERLING SHRINK FILM 2MIL 10FT,5,111.56,557.79
LSS0019933,04/03/2026,LS04,ATLAS DROP-IN ANCHOR M8,4,167.59,670.35
LSS0019934,07/04/2026,LS01,STERLING ROCKER SWITCH 15A,1,44.31,44.31
LSS0019935,17/09/2025,LS04,MERIDIAN HEAVY-DUTY CARTON 18X18X16IN,3,184.04,552.12
LSS0019936,17/10/2025,LS02,STERLING SOCKET CAP SCREW M4 X 20MM,6,206.98,1241.9
LSS0019937,12/03/2026,LS03,TITAN ROCKER SWITCH 20A,6,367.85,2207.12
LSS0019938,08/03/2026,LS02,LAKESIDE BUNGEE SET 24PC,2,44.45,88.9
LSS0019939,03/07/2025,LS02,TITAN SAFETY GOGGLES WRAPAROUND,1,10.11,10.11
LSS0019940,12/10/2025,LS02,TITAN CARRIAGE BOLT 1/4IN X 1IN,2,141.56,283.12
LSS0019941,22/02/2026,LS03,LAKESIDE WINTER SALT PELLETS 50LB,6,38.52,231.11
LSS0019942,28/06/2025,LS04,VANGUARD PLASTIC EURO PALLET 42X42IN,2,23.64,47.28
LSS0019943,10/10/2025,LS04,STERLING STRETCH WRAP 20IN 5000FT,2,10.78,21.56
LSS0019944,02/09/2025,LS03,MERIDIAN SPLASH GOGGLES SMOKE TINT,4,17.07,68.29
LSS0019945,26/12/2025,LS02,STERLING WOOD SCREW M4 X 20MM,5,60.87,304.35
LSS0019946,02/03/2026,LS01,TITAN SOLENOID VALVE 1IN,2,9.04,18.08
LSS0019947,11/07/2025,LS01,ATLAS STRETCH WRAP 24IN ROLL,1,155.66,155.66
LSS0019948,15/10/2025,LS03,LAKESIDE UTILITY KNIFE 3PK,2,37.29,74.58
LSS0019949,29/12/2025,LS03,VANGUARD VENTED SAFETY HELMET RATCHET,6,181.38,1088.26
LSS0019950,17/04/2026,LS03,VANGUARD BRASS BALL VALVE 3000 PSI,5,243.46,1217.31
LSS0019951,08/02/2026,LS02,MERIDIAN HEAVY-DUTY CARTON 18X18X16IN,1,182.69,182.69
LSS0019952,19/10/2025,LS03,VANGUARD VENTED SAFETY HELMET RATCHET,1,183.26,183.26
LSS0019953,16/05/2026,LS04,LAKESIDE PRO SHOP TOWELS 12PK,3,39.3,117.91
LSS0019954,20/10/2025,LS03,VANGUARD WEDGE ANCHOR M12,5,85.47,427.37
LSS0019955,09/11/2025,LS02,TITAN ROCKER SWITCH 20A,2,372.02,744.04
LSS0019956,30/03/2026,LS02,STERLING LEATHER WORK GLOVES BOX 100 (L),1,13.69,13.69
LSS0019957,07/09/2025,LS02,VANGUARD GASKET SET ASSORTED 200PC,4,120.21,480.85
LSS0019958,05/06/2025,LS01,STERLING ANTI-FOG GOGGLES INDIRECT VENT,3,73.38,220.15
LSS0019959,27/09/2025,LS02,LAKESIDE MOVING BLANKET,4,37.75,151.0
LSS0019960,13/10/2025,LS01,VANGUARD COAXIAL CABLE 305M REEL,3,214.59,643.76
LSS0019961,01/03/2026,LS01,TITAN CAT6 ETHERNET CABLE 16 AWG 500FT,3,73.77,221.31
LSS0019962,18/04/2026,LS02,ATLAS O-RING KIT 45X65X10,5,111.04,555.2
LSS0019963,03/06/2025,LS04,VANGUARD GASKET SET 35X52X7,3,187.92,563.75
LSS0019964,28/06/2025,LS03,MERIDIAN SPLASH GOGGLES SMOKE TINT,4,17.3,69.19
LSS0019965,01/10/2025,LS03,MERIDIAN FULL BRIM HARD HAT CLASS G BLUE,5,132.36,661.79
LSS0019966,03/05/2026,LS04,STERLING SHRINK FILM 2MIL 10FT,4,111.83,447.34
LSS0019967,05/11/2025,LS03,MERIDIAN HEAVY-DUTY CARTON 18X18X16IN,2,184.73,369.47
LSS0019968,08/07/2025,LS04,MERIDIAN CUT-RESISTANT GLOVES PAIR (XL),4,159.73,638.9
LSS0019969,03/07/2025,LS02,LAKESIDE STORM TARP 10X12FT,4,9.78,39.13
LSS0019970,08/06/2025,LS04,LAKESIDE LED SHOP LIGHT 4FT,5,39.66,198.31
LSS0019971,19/02/2026,LS02,LAKESIDE EXTENSION CORD 25FT,1,20.99,20.99
LSS0019972,16/06/2025,LS02,LAKESIDE BUNGEE SET 24PC,5,44.33,221.63
LSS0019973,11/06/2025,LS02,LAKESIDE UTILITY KNIFE 3PK,5,36.89,184.46
LSS0019974,29/07/2025,LS01,VANGUARD MACHINE SCREW #10 X 1-1/2IN,2,70.27,140.55
LSS0019975,14/07/2025,LS04,LAKESIDE LED SHOP LIGHT 4FT,1,40.37,40.37
LSS0019976,25/11/2025,LS02,TITAN VENTED SAFETY HELMET CLASS G BLUE,4,25.63,102.53
LSS0019977,19/04/2026,LS02,LAKESIDE WORK GLOVES L,6,37.79,226.72
LSS0019978,13/12/2025,LS02,ATLAS DROP-IN ANCHOR M8,6,170.49,1022.91
LSS0019979,15/06/2025,LS01,VANGUARD HEX BOLT 1/4IN X 1IN,4,98.61,394.46
LSS0019980,26/08/2025,LS03,TITAN CAT6 ETHERNET CABLE 16 AWG 500FT,3,71.2,213.6
LSS0019981,25/07/2025,LS04,MERIDIAN SPLASH GOGGLES SMOKE TINT,5,17.04,85.21
LSS0019982,24/09/2025,LS04,TITAN RJ45 CONNECTOR 12-POS,4,170.35,681.42
LSS0019983,17/09/2025,LS03,MERIDIAN DIN CONTACTOR ROLLER LEVER,5,46.6,233.02
LSS0019984,22/10/2025,LS01,STERLING LEATHER WORK GLOVES BOX 100 (XL),6,55.21,331.29
LSS0019985,24/09/2025,LS03,TITAN SAFETY GOGGLES WRAPAROUND,4,10.24,40.97
LSS0019986,30/03/2026,LS02,STERLING ANTI-FOG GOGGLES INDIRECT VENT,4,73.77,295.09
LSS0019987,24/10/2025,LS03,LAKESIDE MOVING BLANKET,5,37.84,189.22
LSS0019988,05/09/2025,LS03,LAKESIDE BUNGEE SET 24PC,2,44.4,88.8
LSS0019989,31/03/2026,LS04,LAKESIDE PRO SHOP TOWELS 12PK,4,39.89,159.57
LSS0019990,29/06/2025,LS03,TITAN CARRIAGE BOLT 1/4IN X 1IN,4,145.29,581.15
LSS0019991,18/11/2025,LS04,STERLING SHRINK FILM 2MIL 10FT,5,112.45,562.27
LSS0019992,14/06/2025,LS02,STERLING FLANGE BOLT M12 X 80MM,1,119.45,119.45
LSS0019993,28/03/2026,LS04,STERLING HYDRAULIC HOSE R2 3/8IN X 10M,3,218.99,656.97
LSS0019994,28/06/2025,LS02,ATLAS HYDRAULIC CHECK VALVE 24V DC,3,157.52,472.56
LSS0019995,05/04/2026,LS04,STERLING SELF-TAPPING SCREW M5 X 25MM,1,21.58,21.58
LSS0019996,27/06/2025,LS01,STERLING HYDRAULIC HOSE R2 3/8IN X 10M,6,221.54,1329.26
LSS0019997,23/12/2025,LS02,STERLING WOOD SCREW M4 X 20MM,3,61.42,184.27
LSS0019998,18/03/2026,LS02,ATLAS O-RING KIT 45X65X10,4,111.91,447.65
LSS0019999,08/03/2026,LS02,STERLING ROCKER SWITCH 15A,1,44.01,44.01
LSS0020000,10/11/2025,LS03,LAKESIDE STORAGE TOTE 27GAL,5,28.16,140.79
LSS0020001,23/10/2025,LS04,VANGUARD WEDGE ANCHOR M12,5,84.62,423.09
LSS0020002,10/03/2026,LS01,VANGUARD GASKET SET ASSORTED 200PC,1,120.1,120.1
LSS0020003,22/06/2025,LS02,LAKESIDE EXTENSION CORD 25FT,1,20.88,20.88
LSS0020004,15/03/2026,LS02,LAKESIDE STORM TARP 10X12FT,4,9.86,39.45
LSS0020005,01/11/2025,LS02,LAKESIDE BUNGEE SET 24PC,1,43.67,43.67
LSS0020006,07/04/2026,LS01,MERIDIAN WOOD PALLET 1200X800MM,4,98.0,391.98
LSS0020007,27/07/2025,LS03,VANGUARD NITRILE GLOVES PAIR (XL),5,15.82,79.09
LSS0020008,09/10/2025,LS02,STERLING WOOD SCREW M4 X 20MM,3,60.95,182.86
LSS0020009,20/12/2025,LS02,VANGUARD BRASS BALL VALVE 1IN,4,170.86,683.43
LSS0020010,11/03/2026,LS03,VANGUARD VENTED SAFETY HELMET RATCHET,3,180.81,542.44
LSS0020011,20/09/2025,LS04,MERIDIAN DIN CONTACTOR ROLLER LEVER,6,46.95,281.71
LSS0020012,04/06/2025,LS02,MERIDIAN WOOD PALLET 1200X800MM,2,97.82,195.65
LSS0020013,01/09/2025,LS04,MERIDIAN HEAVY-DUTY CARTON 18X18X16IN,1,181.55,181.55
LSS0020014,12/07/2025,LS04,VANGUARD GASKET SET 35X52X7,3,186.61,559.83
LSS0020015,03/05/2026,LS03,VANGUARD HEX BOLT 1/4IN X 1IN,5,98.44,492.18
LSS0020016,05/01/2026,LS01,VANGUARD BRASS BALL VALVE 1IN,2,171.6,343.2
LSS0020017,25/07/2025,LS03,STERLING HYDRAULIC CHECK VALVE 3/4IN,2,229.38,458.76
LSS0020018,17/01/2026,LS02,VANGUARD GASKET SET 35X52X7,4,188.39,753.54
LSS0020019,10/01/2026,LS02,STERLING HYDRAULIC CHECK VALVE 3/4IN,2,233.09,466.18
LSS0020020,17/03/2026,LS01,TITAN STRETCH WRAP 18IN 1500FT,4,101.67,406.68
LSS0020021,10/12/2025,LS02,MERIDIAN DIN CONTACTOR ROLLER LEVER,5,46.61,233.07
LSS0020022,05/05/2026,LS04,MERIDIAN WOOD PALLET 1200X800MM,6,98.02,588.15
LSS0020023,02/02/2026,LS04,STERLING SHRINK FILM 2MIL 10FT,1,111.58,111.58
LSS0020024,28/04/2026,LS03,VANGUARD NITRILE GLOVES PAIR (XL),5,15.61,78.04
LSS0020025,30/10/2025,LS01,STERLING HYDRAULIC CHECK VALVE 3/4IN,1,227.55,227.55
LSS0020026,16/06/2025,LS02,TITAN RJ45 CONNECTOR 12-POS,2,167.19,334.37
LSS0020027,16/10/2025,LS02,STERLING LEATHER WORK GLOVES BOX 100 (L),3,14.03,42.1
LSS0020028,09/07/2025,LS02,MERIDIAN SPLASH GOGGLES SMOKE TINT,4,17.11,68.42
LSS0020029,03/12/2025,LS04,ATLAS STRETCH WRAP 24IN ROLL,3,156.5,469.51
LSS0020030,23/02/2026,LS02,LAKESIDE STORAGE TOTE 27GAL,6,28.32,169.91
LSS0020031,25/01/2026,LS02,STERLING ROCKER SWITCH 15A,1,43.99,43.99
LSS0020032,13/09/2025,LS01,TITAN CARRIAGE BOLT 1/4IN X 1IN,3,140.06,420.19
LSS0020033,01/06/2025,LS02,TITAN IEC POWER CONNECTOR 12-POS,5,131.0,655.01
LSS0020034,06/12/2025,LS03,VANGUARD HEX BOLT 1/4IN X 1IN,6,99.09,594.52
LSS0020035,14/11/2025,LS01,STERLING STRETCH WRAP 20IN 5000FT,6,10.56,63.37
LSS0020036,31/08/2025,LS01,STERLING HYDRAULIC CHECK VALVE 3/4IN,2,227.26,454.52
LSS0020037,24/03/2026,LS03,LAKESIDE STORM TARP 10X12FT,1,9.84,9.84
LSS0020038,06/06/2025,LS02,MERIDIAN CUT-RESISTANT GLOVES PAIR (XL),5,159.93,799.64
LSS0020039,12/10/2025,LS01,ATLAS STRETCH WRAP 24IN ROLL,4,156.45,625.8
LSS0020040,25/04/2026,LS01,STERLING HYDRAULIC CHECK VALVE 3/4IN,4,230.08,920.33
LSS0020041,10/11/2025,LS01,TITAN TOGGLE SWITCH 25A 3-POLE,4,40.79,163.14
LSS0020042,16/08/2025,LS03,LAKESIDE PRO SHOP TOWELS 12PK,6,39.2,235.18
LSS0020043,06/11/2025,LS03,MERIDIAN FULL BRIM HARD HAT CLASS G BLUE,3,133.41,400.23
LSS0020044,29/05/2026,LS01,MERIDIAN STRINGER PALLET BLOCK 48X48IN,6,158.37,950.22
LSS0020045,23/01/2026,LS03,TITAN RJ45 CONNECTOR 12-POS,6,168.94,1013.66
LSS0020046,02/01/2026,LS03,LAKESIDE WINTER SALT PELLETS 50LB,4,38.37,153.49
LSS0020047,09/09/2025,LS04,STERLING HEX CAP SCREW M6 X 30MM,5,50.6,252.98
LSS0020048,21/11/2025,LS04,TITAN TOGGLE SWITCH 25A 3-POLE,4,40.16,160.65
LSS0020049,01/11/2025,LS03,TITAN CARRIAGE BOLT 1/4IN X 1IN,5,141.92,709.59
LSS0020050,02/11/2025,LS04,MERIDIAN HEAVY-DUTY CARTON 18X18X16IN,4,183.84,735.37
LSS0020051,21/04/2026,LS01,STERLING STRETCH WRAP 20IN 5000FT,1,10.58,10.58
LSS0020052,01/01/2026,LS04,ATLAS SHAFT SEAL 35X52X7,5,94.18,470.88
LSS0020053,20/11/2025,LS02,MERIDIAN CUT-RESISTANT GLOVES PAIR (L),6,73.63,441.8
LSS0020054,28/06/2025,LS02,LAKESIDE PRO SHOP TOWELS 12PK,4,39.83,159.31
LSS0020055,25/12/2025,LS01,TITAN SAFETY GOGGLES WRAPAROUND,4,10.21,40.82
LSS0020056,25/08/2025,LS02,STERLING SOCKET CAP SCREW M4 X 20MM,1,208.22,208.22
LSS0020057,19/12/2025,LS02,STERLING ANTI-FOG GOGGLES INDIRECT VENT,1,74.64,74.64
LSS0020058,25/03/2026,LS04,STERLING HYDRAULIC CHECK VALVE 3/4IN,2,231.54,463.09
LSS0020059,15/07/2025,LS03,STERLING FLANGE BOLT M12 X 80MM,2,119.64,239.27
LSS0020060,23/12/2025,LS04,LAKESIDE WINTER SALT PELLETS 50LB,4,37.7,150.81
LSS0020061,13/07/2025,LS02,STERLING SELF-TAPPING SCREW M5 X 25MM,4,21.82,87.27
LSS0020062,11/08/2025,LS03,TITAN STRETCH WRAP 18IN 1500FT,1,103.61,103.61
LSS0020063,06/11/2025,LS04,STERLING FLANGE BOLT M12 X 80MM,6,118.83,713.0
LSS0020064,29/05/2026,LS01,TITAN STRETCH WRAP 18IN 1500FT,6,102.98,617.87
LSS0020065,26/07/2025,LS04,ATLAS SHAFT SEAL 35X52X7,2,94.41,188.83
LSS0020066,17/06/2025,LS02,LAKESIDE MOVING BLANKET,5,38.05,190.26
LSS0020067,16/04/2026,LS04,LAKESIDE WORK GLOVES L,1,37.64,37.64
LSS0020068,10/06/2025,LS02,LAKESIDE WORK GLOVES L,3,37.72,113.15
LSS0020069,29/01/2026,LS01,ATLAS HYDRAULIC ROD SEAL PTFE 25PC,3,167.79,503.36
LSS0020070,12/11/2025,LS01,VANGUARD BRASS BALL VALVE 1IN,6,169.84,1019.02
LSS0020071,09/04/2026,LS01,LAKESIDE STORAGE TOTE 27GAL,1,28.52,28.52
LSS0020072,08/05/2026,LS03,VANGUARD WEDGE ANCHOR M12,3,83.53,250.6
LSS0020073,21/12/2025,LS03,LAKESIDE UTILITY KNIFE 3PK,3,37.39,112.17
LSS0020074,26/12/2025,LS02,STERLING LEATHER WORK GLOVES BOX 100 (L),3,13.62,40.87
LSS0020075,12/07/2025,LS04,TITAN IEC POWER CONNECTOR 12-POS,6,132.59,795.57
LSS0020076,03/10/2025,LS04,VANGUARD BRASS BALL VALVE 1IN,5,170.32,851.62
LSS0020077,19/05/2026,LS04,TITAN IEC POWER CONNECTOR 12-POS,2,131.12,262.25
LSS0020078,03/01/2026,LS02,TITAN VENTED SAFETY HELMET CLASS G BLUE,6,25.73,154.35
LSS0020079,07/09/2025,LS04,LAKESIDE PRO SHOP TOWELS 12PK,6,39.52,237.14
LSS0020080,26/02/2026,LS04,MERIDIAN FULL BRIM HARD HAT CLASS G BLUE,1,132.96,132.96
LSS0020081,25/10/2025,LS04,STERLING FLANGE BOLT M12 X 80MM,6,120.41,722.49
LSS0020082,03/10/2025,LS04,MERIDIAN STRINGER PALLET BLOCK 48X48IN,1,157.97,157.97
LSS0020083,02/10/2025,LS03,TITAN CAT6 ETHERNET CABLE 16 AWG 500FT,2,71.37,142.74
LSS0020084,17/08/2025,LS03,VANGUARD NITRILE GLOVES PAIR (XL),2,16.12,32.23
LSS0020085,02/09/2025,LS02,LAKESIDE MOVING BLANKET,4,38.23,152.92
LSS0020086,29/09/2025,LS03,ATLAS O-RING KIT 45X65X10,5,113.09,565.44
LSS0020087,04/10/2025,LS01,VANGUARD GASKET SET 35X52X7,4,187.16,748.63
LSS0020088,08/09/2025,LS04,STERLING ANTI-FOG GOGGLES INDIRECT VENT,3,74.95,224.85
LSS0020089,29/08/2025,LS01,LAKESIDE UTILITY KNIFE 3PK,1,36.63,36.63
LSS0020090,18/11/2025,LS03,LAKESIDE LED SHOP LIGHT 4FT,1,39.81,39.81
LSS0020091,28/05/2026,LS03,ATLAS HYDRAULIC ROD SEAL PTFE 25PC,3,169.03,507.08
LSS0020092,21/09/2025,LS01,VANGUARD PLASTIC EURO PALLET 42X42IN,2,23.88,47.77
LSS0020093,12/11/2025,LS02,MERIDIAN FULL BRIM HARD HAT CLASS G BLUE,3,131.47,394.42
LSS0020094,06/04/2026,LS01,STERLING SOCKET CAP SCREW M4 X 20MM,5,205.22,1026.11
LSS0020095,12/09/2025,LS03,TITAN STRETCH WRAP 18IN 1500FT,4,102.15,408.62
LSS0020096,24/11/2025,LS03,LAKESIDE WORK GLOVES L,2,37.13,74.26
LSS0020097,24/02/2026,LS04,MERIDIAN CUT-RESISTANT GLOVES PAIR (L),5,74.6,372.98
LSS0020098,23/06/2025,LS04,TITAN RJ45 CONNECTOR 12-POS,1,167.29,167.29
LSS0020099,25/10/2025,LS03,STERLING FLANGE BOLT M12 X 80MM,6,118.83,713.0
LSS0020100,17/11/2025,LS02,VANGUARD NITRILE GLOVES PAIR (XL),6,15.97,95.85
LSS0020101,10/06/2025,LS03,LAKESIDE STORM TARP 10X12FT,2,9.91,19.82
LSS0020102,06/01/2026,LS04,ATLAS HYDRAULIC ROD SEAL PTFE 25PC,5,167.28,836.42
LSS0020103,11/05/2026,LS04,VANGUARD GASKET SET 35X52X7,3,187.56,562.67
LSS0020104,29/01/2026,LS04,LAKESIDE LED SHOP LIGHT 4FT,2,40.33,80.66
LSS0020105,25/03/2026,LS01,STERLING LEATHER WORK GLOVES BOX 100 (L),1,13.94,13.94
LSS0020106,05/07/2025,LS04,STERLING WOOD SCREW M4 X 20MM,1,60.33,60.33
LSS0020107,18/12/2025,LS04,VANGUARD HYDRAULIC ROD SEAL 45X65X10,1,168.34,168.34
LSS0020108,22/05/2026,LS02,LAKESIDE BUNGEE SET 24PC,1,44.73,44.73
LSS0020109,21/03/2026,LS02,LAKESIDE STORAGE TOTE 27GAL,1,28.14,28.14
LSS0020110,16/04/2026,LS04,MERIDIAN STRINGER PALLET BLOCK 48X48IN,4,158.77,635.06
LSS0020111,25/07/2025,LS04,TITAN TOGGLE SWITCH 25A 3-POLE,3,40.65,121.95
LSS0020112,29/12/2025,LS04,STERLING STRETCH WRAP 20IN 5000FT,5,10.49,52.47
LSS0020113,12/01/2026,LS04,LAKESIDE STORM TARP 10X12FT,5,9.7,48.52
LSS0020114,12/03/2026,LS01,STERLING ANTI-FOG GOGGLES INDIRECT VENT,3,74.46,223.39
LSS0020115,11/12/2025,LS04,VANGUARD WEDGE ANCHOR M12,2,84.16,168.32
LSS0020116,22/03/2026,LS03,TITAN SOLENOID VALVE 1IN,2,9.2,18.41
