mmOrderId,orderDate,listingId,qty,grossAmount,buyerState
MM-7012951,2025-12-10,ML-200008,3,50.59,OH
MM-7012952,2026-03-05,ML-200094,2,58.44,FL
MM-7012953,2026-05-27,ML-200037,3,839.56,NY
MM-7012954,2026-05-08,ML-200050,2,21.45,NY
MM-7012955,2025-09-01,ML-200027,3,532.79,OH
MM-7012956,2025-07-04,ML-200092,2,582.64,NJ
MM-7012957,2025-09-21,ML-200088,2,354.5,WA
MM-7012958,2025-10-26,ML-200015,2,509.7,NJ
MM-7012959,2025-10-20,ML-200092,3,858.6,WA
MM-7012960,2026-03-12,ML-200083,4,169.69,TX
MM-7012961,2026-05-14,ML-200069,4,432.72,PA
MM-7012962,2026-04-06,ML-200076,1,77.83,OH
MM-7012963,2025-11-02,ML-200041,3,575.41,GA
MM-7012964,2025-11-11,ML-200063,3,385.37,GA
MM-7012965,2025-09-02,ML-200033,2,704.34,NJ
MM-7012966,2025-12-11,ML-200004,3,723.63,WA
MM-7012967,2025-06-01,ML-200015,2,511.09,GA
MM-7012968,2025-10-27,ML-200015,1,250.81,NJ
MM-7012969,2026-05-30,ML-200062,3,216.26,NY
MM-7012970,2025-08-07,ML-200037,2,536.05,PA
MM-7012971,2025-06-06,ML-200047,4,1241.23,GA
MM-7012972,2025-09-15,ML-200007,1,202.86,TX
MM-7012973,2025-06-29,ML-200044,2,496.14,TX
MM-7012974,2025-09-10,ML-200029,3,59.98,GA
MM-7012975,2025-12-30,ML-200039,2,84.33,TX
MM-7012976,2025-12-12,ML-200045,2,210.0,FL
MM-7012977,2025-09-04,ML-200007,4,825.58,WA
MM-7012978,2026-03-06,ML-200037,2,564.1,OH
MM-7012979,2026-02-28,ML-200062,3,219.77,FL
MM-7012980,2026-04-27,ML-200021,4,1197.49,CA
MM-7012981,2026-01-18,ML-200006,4,65.83,PA
MM-7012982,2025-07-03,ML-200088,4,701.25,WA
MM-7012983,2025-08-12,ML-200050,3,31.77,NJ
MM-7012984,2025-09-08,ML-200040,3,237.1,OH
MM-7012985,2025-10-10,ML-200068,2,30.38,CA
MM-7012986,2026-01-02,ML-200038,3,327.0,PA
MM-7012987,2025-09-26,ML-200090,3,144.53,WA
MM-7012988,2026-01-31,ML-200037,2,558.51,PA
MM-7012989,2026-03-07,ML-200094,4,123.14,GA
MM-7012990,2025-10-17,ML-200041,2,383.08,GA
MM-7012991,2026-02-13,ML-200084,3,177.25,WA
MM-7012992,2025-09-30,ML-200067,1,101.15,NJ
MM-7012993,2025-07-31,ML-200069,4,437.09,TX
MM-7012994,2025-08-22,ML-200072,2,161.19,TX
MM-7012995,2025-08-09,ML-200069,1,113.15,IL
MM-7012996,2025-07-04,ML-200068,1,15.9,CA
MM-7012997,2025-08-30,ML-200022,1,115.46,CA
MM-7012998,2026-04-01,ML-200026,2,541.89,GA
MM-7012999,2025-09-04,ML-200005,3,219.85,PA
MM-7013000,2025-06-10,ML-200064,3,579.0,PA
MM-7013001,2025-08-27,ML-200064,1,201.01,NJ
MM-7013002,2026-03-28,ML-200026,3,839.15,PA
MM-7013003,2025-09-14,ML-200079,4,188.92,IL
MM-7013004,2025-06-20,ML-200056,2,462.49,CA
MM-7013005,2025-12-12,ML-200066,1,118.12,CA
MM-7013006,2025-07-14,ML-200036,2,70.63,NY
MM-7013007,2025-06-05,ML-200051,3,1076.8,IL
MM-7013008,2025-06-10,ML-200024,3,83.7,NY
MM-7013009,2026-03-04,ML-200076,3,232.43,CA
MM-7013010,2026-05-10,ML-200014,2,184.77,FL
MM-7013011,2026-02-21,ML-200084,2,120.41,GA
MM-7013012,2026-05-17,ML-200003,4,541.07,NJ
MM-7013013,2026-04-23,ML-200049,2,656.55,WA
MM-7013014,2026-02-13,ML-200063,2,245.01,TX
MM-7013015,2025-09-27,ML-200046,2,69.25,TX
MM-7013016,2026-02-07,ML-200078,3,472.63,FL
MM-7013017,2026-03-31,ML-200013,3,238.62,OH
MM-7013018,2025-09-01,ML-200008,2,33.71,IL
MM-7013019,2026-01-15,ML-200065,3,524.1,FL
MM-7013020,2025-12-18,ML-200075,2,288.97,WA
MM-7013021,2025-07-13,ML-200008,1,17.15,OH
MM-7013022,2025-12-25,ML-200020,2,151.87,NY
MM-7013023,2025-06-30,ML-200057,3,653.16,NJ
MM-7013024,2026-03-20,ML-200037,4,1097.47,FL
MM-7013025,2026-02-25,ML-200067,3,300.65,CA
MM-7013026,2026-02-06,ML-200046,4,138.47,NY
MM-7013027,2025-07-03,ML-200085,1,261.75,FL
MM-7013028,2026-05-07,ML-200094,2,58.3,FL
MM-7013029,2026-01-30,ML-200043,3,189.08,NJ
MM-7013030,2026-03-02,ML-200036,1,35.49,OH
MM-7013031,2025-10-04,ML-200021,2,609.52,OH
MM-7013032,2025-10-02,ML-200024,4,107.35,TX
MM-7013033,2025-11-21,ML-200002,3,455.72,FL
MM-7013034,2025-07-30,ML-200063,4,499.12,TX
MM-7013035,2026-02-28,ML-200058,4,339.47,NJ
MM-7013036,2025-07-01,ML-200031,3,92.79,TX
MM-7013037,2026-03-27,ML-200019,3,352.15,NY
MM-7013038,2025-08-21,ML-200018,1,26.41,GA
MM-7013039,2026-02-10,ML-200010,2,265.37,TX
MM-7013040,2025-08-20,ML-200070,3,479.51,PA
MM-7013041,2026-02-02,ML-200007,1,204.0,IL
MM-7013042,2026-04-22,ML-200097,2,41.87,PA
MM-7013043,2025-06-15,ML-200069,1,111.85,PA
MM-7013044,2025-11-17,ML-200028,4,864.29,NJ
MM-7013045,2025-11-01,ML-200079,4,189.84,NJ
MM-7013046,2026-02-27,ML-200094,4,120.79,CA
MM-7013047,2025-11-28,ML-200080,3,250.28,OH
MM-7013048,2026-01-13,ML-200100,3,178.42,GA
MM-7013049,2025-07-15,ML-200046,1,35.58,OH
MM-7013050,2025-07-20,ML-200024,2,53.38,OH
MM-7013051,2025-06-07,ML-200003,3,408.19,OH
MM-7013052,2025-06-22,ML-200010,4,535.13,OH
MM-7013053,2026-05-24,ML-200021,1,290.88,TX
MM-7013054,2026-05-03,ML-200016,1,242.52,OH
MM-7013055,2026-05-28,ML-200090,4,197.73,CA
MM-7013056,2025-08-23,ML-200069,3,334.31,PA
MM-7013057,2025-12-23,ML-200077,3,228.27,GA
MM-7013058,2026-03-27,ML-200023,4,592.13,PA
MM-7013059,2025-10-10,ML-200092,3,899.12,NY
MM-7013060,2026-01-11,ML-200081,4,707.11,IL
MM-7013061,2025-10-17,ML-200004,2,484.84,GA
MM-7013062,2025-06-05,ML-200037,3,811.43,WA
MM-7013063,2026-03-19,ML-200002,2,309.25,PA
MM-7013064,2025-08-25,ML-200047,4,1271.07,OH
MM-7013065,2026-02-10,ML-200052,2,48.87,NJ
MM-7013066,2025-10-08,ML-200034,3,115.18,GA
MM-7013067,2025-09-27,ML-200064,1,194.9,OH
MM-7013068,2025-10-25,ML-200069,1,111.71,OH
MM-7013069,2026-01-08,ML-200011,2,379.6,FL
MM-7013070,2026-04-30,ML-200036,4,142.65,GA
MM-7013071,2026-05-04,ML-200064,2,396.97,FL
MM-7013072,2025-11-11,ML-200036,1,36.09,TX
MM-7013073,2026-05-22,ML-200090,1,48.85,OH
MM-7013074,2025-10-26,ML-200064,3,596.03,NY
MM-7013075,2025-06-27,ML-200061,1,182.21,FL
MM-7013076,2026-01-10,ML-200079,1,46.56,WA
MM-7013077,2025-07-30,ML-200038,2,214.26,GA
MM-7013078,2026-02-22,ML-200080,4,322.23,CA
MM-7013079,2025-09-18,ML-200011,2,382.68,NY
MM-7013080,2026-03-28,ML-200041,2,384.25,GA
MM-7013081,2026-05-15,ML-200054,3,65.24,CA
MM-7013082,2025-07-06,ML-200094,4,120.04,FL
MM-7013083,2025-08-21,ML-200094,2,59.2,WA
MM-7013084,2025-12-30,ML-200002,2,311.5,FL
MM-7013085,2025-09-04,ML-200071,3,313.7,PA
MM-7013086,2025-10-27,ML-200052,3,72.26,CA
MM-7013087,2025-10-30,ML-200101,3,157.69,CA
MM-7013088,2025-06-04,ML-200071,2,207.49,IL
MM-7013089,2025-06-20,ML-200100,3,173.19,TX
MM-7013090,2025-08-21,ML-200091,4,2429.22,FL
MM-7013091,2025-12-13,ML-200074,1,23.59,CA
MM-7013092,2025-08-29,ML-200055,3,187.15,NJ
MM-7013093,2025-08-10,ML-200100,4,235.96,FL
MM-7013094,2025-09-06,ML-200090,2,99.97,FL
MM-7013095,2026-01-18,ML-200016,3,729.13,FL
MM-7013096,2025-09-04,ML-200012,2,273.35,TX
MM-7013097,2026-05-15,ML-200088,1,173.88,WA
MM-7013098,2025-12-19,ML-200005,2,147.98,NY
MM-7013099,2026-03-12,ML-200030,2,223.43,CA
MM-7013100,2025-06-08,ML-200014,3,276.41,OH
MM-7013101,2025-09-08,ML-200092,2,571.83,OH
MM-7013102,2026-03-16,ML-200032,3,460.63,PA
MM-7013103,2025-11-24,ML-200015,1,260.6,TX
MM-7013104,2025-06-02,ML-200019,3,353.45,OH
MM-7013105,2026-03-25,ML-200080,1,82.11,GA
MM-7013106,2025-11-08,ML-200032,3,459.62,CA
MM-7013107,2025-11-20,ML-200026,3,825.38,OH
MM-7013108,2025-08-20,ML-200037,4,1095.81,NJ
MM-7013109,2026-05-30,ML-200100,3,175.14,GA
MM-7013110,2025-06-02,ML-200062,4,280.89,TX
MM-7013111,2026-04-21,ML-200005,1,74.13,CA
MM-7013112,2026-05-02,ML-200086,2,99.3,CA
MM-7013113,2025-10-17,ML-200086,2,98.75,FL
MM-7013114,2026-04-02,ML-200015,1,255.96,OH
MM-7013115,2026-01-15,ML-200036,1,35.39,GA
MM-7013116,2026-01-07,ML-200017,2,254.46,CA
MM-7013117,2025-11-18,ML-200101,2,105.91,WA
MM-7013118,2025-08-23,ML-200079,1,48.0,FL
MM-7013119,2025-11-11,ML-200092,3,866.21,FL
MM-7013120,2025-11-10,ML-200045,2,213.29,OH
MM-7013121,2026-04-10,ML-200018,1,26.2,TX
MM-7013122,2025-11-09,ML-200032,1,154.27,TX
MM-7013123,2025-06-07,ML-200005,3,216.99,IL
MM-7013124,2026-01-22,ML-200030,4,429.32,TX
MM-7013125,2025-07-19,ML-200059,1,183.78,NY
MM-7013126,2025-11-19,ML-200099,1,34.71,NY
MM-7013127,2026-04-22,ML-200008,1,17.18,WA
MM-7013128,2025-08-30,ML-200016,4,957.44,WA
MM-7013129,2025-12-22,ML-200038,2,215.57,OH
MM-7013130,2025-09-08,ML-200077,2,153.32,PA
MM-7013131,2025-11-23,ML-200085,4,1080.57,IL
MM-7013132,2026-02-15,ML-200084,4,235.55,NJ
MM-7013133,2025-12-31,ML-200013,1,77.84,TX
MM-7013134,2025-06-24,ML-200013,3,240.24,GA
MM-7013135,2026-05-04,ML-200022,4,454.38,OH
MM-7013136,2025-06-14,ML-200079,3,143.0,TX
MM-7013137,2026-05-25,ML-200087,4,39.45,PA
MM-7013138,2025-09-15,ML-200057,1,213.87,NJ
MM-7013139,2025-06-03,ML-200050,3,30.8,CA
MM-7013140,2026-05-10,ML-200075,4,568.99,WA
MM-7013141,2026-01-04,ML-200076,4,301.65,GA
MM-7013142,2026-01-29,ML-200042,2,211.64,NY
MM-7013143,2025-06-22,ML-200050,3,32.16,NY
MM-7013144,2026-03-03,ML-200045,3,319.88,WA
MM-7013145,2026-02-18,ML-200078,3,472.74,CA
MM-7013146,2026-01-02,ML-200090,4,197.0,NY
MM-7013147,2025-07-08,ML-200045,3,318.98,OH
MM-7013148,2025-09-28,ML-200092,4,1150.62,TX
MM-7013149,2026-02-11,ML-200083,4,176.95,GA
MM-7013150,2026-03-05,ML-200045,2,210.11,NY
MM-7013151,2026-01-12,ML-200047,1,310.62,OH
MM-7013152,2026-04-02,ML-200098,2,66.88,WA
MM-7013153,2025-12-22,ML-200071,2,213.08,PA
MM-7013154,2026-03-26,ML-200061,2,349.22,OH
MM-7013155,2025-10-27,ML-200042,1,106.34,CA
MM-7013156,2025-10-04,ML-200008,2,33.98,GA
MM-7013157,2025-07-18,ML-200055,4,229.01,TX
MM-7013158,2025-10-18,ML-200064,3,581.66,GA
MM-7013159,2026-04-08,ML-200089,3,318.37,NY
MM-7013160,2025-09-10,ML-200050,1,10.49,FL
MM-7013161,2025-06-11,ML-200085,3,835.99,FL
MM-7013162,2025-12-23,ML-200041,4,764.8,FL
MM-7013163,2025-10-13,ML-200100,1,60.02,TX
MM-7013164,2025-06-24,ML-200063,2,242.42,NJ
MM-7013165,2025-09-24,ML-200089,2,215.33,WA
MM-7013166,2026-02-04,ML-200004,3,720.29,FL
MM-7013167,2026-04-13,ML-200062,1,72.66,OH
MM-7013168,2025-07-20,ML-200065,1,178.2,NY
MM-7013169,2026-03-20,ML-200051,1,348.74,GA
MM-7013170,2026-05-25,ML-200069,1,111.51,NY
MM-7013171,2026-03-28,ML-200083,4,177.68,WA
MM-7013172,2025-06-29,ML-200084,2,122.63,FL
MM-7013173,2025-12-11,ML-200082,3,218.73,NY
MM-7013174,2025-06-24,ML-200031,4,124.55,CA
MM-7013175,2025-08-01,ML-200052,1,24.53,FL
MM-7013176,2025-11-10,ML-200076,3,227.12,WA
MM-7013177,2026-05-21,ML-200089,3,321.23,NY
MM-7013178,2026-01-29,ML-200020,4,297.83,GA
MM-7013179,2025-06-01,ML-200030,3,323.94,FL
MM-7013180,2025-09-26,ML-200048,4,684.34,CA
MM-7013181,2026-02-06,ML-200013,3,236.31,FL
MM-7013182,2025-11-16,ML-200064,3,576.15,FL
MM-7013183,2025-10-10,ML-200064,1,192.28,GA
MM-7013184,2025-07-18,ML-200044,4,989.74,GA
MM-7013185,2025-08-28,ML-200076,3,228.34,CA
MM-7013186,2026-02-14,ML-200061,3,551.15,CA
MM-7013187,2026-02-27,ML-200067,4,403.65,GA
MM-7013188,2026-03-19,ML-200005,1,71.94,TX
MM-7013189,2025-06-03,ML-200043,1,62.71,GA
MM-7013190,2025-08-08,ML-200055,3,173.96,GA
MM-7013191,2025-09-02,ML-200075,1,139.35,TX
MM-7013192,2025-06-03,ML-200029,1,19.63,IL
MM-7013193,2026-02-11,ML-200082,4,294.72,WA
MM-7013194,2025-11-28,ML-200003,3,394.88,NJ
MM-7013195,2025-06-29,ML-200017,1,123.2,NJ
MM-7013196,2025-10-13,ML-200002,4,604.3,FL
MM-7013197,2025-06-03,ML-200092,2,583.13,FL
MM-7013198,2026-04-25,ML-200030,4,445.88,WA
MM-7013199,2025-11-30,ML-200001,3,968.61,FL
MM-7013200,2025-08-06,ML-200101,3,153.46,FL
MM-7013201,2025-09-08,ML-200097,1,20.66,CA
MM-7013202,2026-04-06,ML-200082,2,149.68,NJ
MM-7013203,2026-03-19,ML-200051,3,1084.24,GA
MM-7013204,2025-10-06,ML-200019,1,116.96,FL
MM-7013205,2025-10-20,ML-200081,2,352.15,WA
MM-7013206,2026-04-12,ML-200042,1,107.18,PA
MM-7013207,2025-06-09,ML-200034,2,77.78,GA
MM-7013208,2026-02-15,ML-200041,1,188.36,PA
MM-7013209,2025-11-08,ML-200050,1,10.47,WA
MM-7013210,2025-09-08,ML-200066,2,236.73,OH
MM-7013211,2026-01-20,ML-200068,2,31.59,IL
MM-7013212,2025-09-29,ML-200017,3,369.69,CA
MM-7013213,2026-01-25,ML-200005,3,222.89,CA
MM-7013214,2026-02-05,ML-200001,2,638.3,GA
MM-7013215,2025-09-15,ML-200003,2,262.32,IL
MM-7013216,2026-03-19,ML-200089,3,325.59,WA
MM-7013217,2026-03-02,ML-200063,1,121.19,TX
MM-7013218,2025-08-17,ML-200036,1,34.81,NY
MM-7013219,2026-01-20,ML-200090,2,99.69,CA
MM-7013220,2025-07-02,ML-200076,4,304.63,IL
MM-7013221,2025-09-12,ML-200066,1,117.64,GA
MM-7013222,2025-06-07,ML-200087,1,10.04,OH
MM-7013223,2026-01-16,ML-200037,2,540.84,IL
MM-7013224,2025-10-29,ML-200041,1,187.95,NJ
MM-7013225,2025-09-06,ML-200064,4,786.55,PA
MM-7013226,2025-07-28,ML-200039,4,166.83,GA
MM-7013227,2026-03-11,ML-200051,4,1401.67,GA
MM-7013228,2025-07-03,ML-200045,4,423.46,TX
MM-7013229,2025-11-24,ML-200012,3,405.43,IL
MM-7013230,2025-06-22,ML-200065,3,539.46,PA
MM-7013231,2026-05-19,ML-200012,4,556.35,WA
MM-7013232,2025-12-30,ML-200075,1,142.54,GA
MM-7013233,2025-12-13,ML-200089,4,422.16,OH
MM-7013234,2025-10-13,ML-200058,3,249.59,NY
MM-7013235,2025-10-31,ML-200058,2,172.75,GA
MM-7013236,2025-09-23,ML-200002,3,464.72,IL
MM-7013237,2025-07-06,ML-200028,3,633.58,PA
MM-7013238,2026-02-22,ML-200066,3,358.93,NJ
MM-7013239,2025-10-30,ML-200096,2,12.83,NJ
MM-7013240,2025-08-16,ML-200065,1,180.39,NJ
MM-7013241,2025-08-31,ML-200037,3,825.32,FL
MM-7013242,2025-09-27,ML-200077,1,75.75,PA
MM-7013243,2026-04-22,ML-200047,4,1238.87,FL
MM-7013244,2026-05-12,ML-200021,1,300.99,TX
MM-7013245,2025-08-09,ML-200016,3,719.25,NY
MM-7013246,2026-02-03,ML-200085,3,806.85,IL
MM-7013247,2025-07-02,ML-200019,1,116.9,NY
MM-7013248,2025-09-02,ML-200034,4,156.76,NJ
MM-7013249,2026-04-08,ML-200033,4,1428.33,GA
MM-7013250,2025-12-14,ML-200087,2,19.68,OH
MM-7013251,2026-01-07,ML-200067,1,99.21,NY
MM-7013252,2025-11-30,ML-200079,3,143.24,GA
MM-7013253,2025-09-07,ML-200049,4,1331.66,PA
MM-7013254,2025-12-08,ML-200020,3,221.34,TX
MM-7013255,2026-02-25,ML-200068,1,15.67,OH
MM-7013256,2025-06-20,ML-200021,4,1243.6,OH
MM-7013257,2026-05-29,ML-200033,2,704.43,NY
MM-7013258,2026-01-04,ML-200041,1,192.01,OH
MM-7013259,2025-10-23,ML-200016,3,700.64,TX
MM-7013260,2026-02-09,ML-200038,3,323.27,WA
MM-7013261,2026-03-14,ML-200084,2,123.2,IL
MM-7013262,2025-07-04,ML-200035,2,280.78,TX
MM-7013263,2025-10-18,ML-200007,4,820.83,FL
MM-7013264,2026-03-24,ML-200048,2,334.63,FL
MM-7013265,2025-07-16,ML-200075,4,581.26,WA
MM-7013266,2025-09-03,ML-200051,3,1064.34,TX
MM-7013267,2025-07-15,ML-200081,3,524.82,FL
MM-7013268,2026-01-12,ML-200090,4,192.07,OH
MM-7013269,2025-09-04,ML-200028,3,659.96,CA
MM-7013270,2026-04-03,ML-200043,2,123.59,CA
MM-7013271,2026-02-04,ML-200092,3,845.68,NJ
MM-7013272,2025-08-18,ML-200088,2,340.79,NY
MM-7013273,2025-11-29,ML-200014,3,285.9,NY
MM-7013274,2026-05-23,ML-200086,1,50.95,OH
MM-7013275,2025-07-04,ML-200087,4,38.93,OH
MM-7013276,2025-06-18,ML-200078,2,323.43,NY
MM-7013277,2025-06-27,ML-200041,1,186.12,PA
MM-7013278,2026-03-27,ML-200078,3,473.57,NJ
MM-7013279,2025-11-11,ML-200092,1,289.64,TX
MM-7013280,2025-10-25,ML-200030,3,324.87,WA
MM-7013281,2026-03-09,ML-200083,3,131.25,OH
MM-7013282,2026-03-24,ML-200006,4,65.23,OH
MM-7013283,2025-12-18,ML-200068,2,31.25,GA
MM-7013284,2026-03-01,ML-200050,2,20.63,WA
MM-7013285,2026-02-24,ML-200017,2,253.29,GA
MM-7013286,2025-07-13,ML-200073,1,174.8,TX
MM-7013287,2025-06-15,ML-200014,1,92.91,IL
MM-7013288,2025-06-01,ML-200031,2,62.49,NY
MM-7013289,2025-09-18,ML-200069,1,110.12,NY
MM-7013290,2025-08-01,ML-200083,1,45.43,NJ
MM-7013291,2025-10-24,ML-200012,1,137.74,FL
MM-7013292,2025-07-15,ML-200051,2,704.66,NY
MM-7013293,2025-09-05,ML-200024,1,26.78,CA
MM-7013294,2026-01-03,ML-200064,3,589.41,TX
MM-7013295,2026-03-31,ML-200088,2,360.93,WA
MM-7013296,2026-02-21,ML-200083,3,131.29,OH
MM-7013297,2025-11-07,ML-200075,2,285.22,PA
MM-7013298,2025-06-05,ML-200002,1,155.55,PA
MM-7013299,2026-02-13,ML-200063,2,248.85,TX
MM-7013300,2026-03-18,ML-200007,3,615.59,OH
MM-7013301,2025-07-31,ML-200057,3,641.26,CA
MM-7013302,2026-05-14,ML-200071,2,210.2,OH
MM-7013303,2026-02-17,ML-200056,2,473.34,PA
MM-7013304,2026-03-24,ML-200091,2,1195.94,OH
MM-7013305,2025-09-30,ML-200028,1,212.9,OH
MM-7013306,2025-09-26,ML-200091,3,1802.89,WA
MM-7013307,2026-03-09,ML-200040,2,157.33,TX
MM-7013308,2026-04-27,ML-200037,2,553.54,FL
MM-7013309,2025-07-29,ML-200049,2,647.93,TX
MM-7013310,2026-05-30,ML-200030,1,111.41,TX
MM-7013311,2025-08-26,ML-200060,1,208.83,IL
MM-7013312,2025-12-13,ML-200048,2,340.95,NY
MM-7013313,2025-07-11,ML-200024,1,27.9,FL
MM-7013314,2025-07-23,ML-200035,3,420.46,GA
MM-7013315,2025-07-11,ML-200035,4,549.41,IL
MM-7013316,2026-02-12,ML-200086,3,150.86,NJ
MM-7013317,2025-08-23,ML-200066,3,353.1,PA
MM-7013318,2025-06-02,ML-200090,2,97.4,OH
MM-7013319,2025-10-22,ML-200078,3,481.12,NY
MM-7013320,2026-02-28,ML-200020,1,75.85,NY
MM-7013321,2026-05-04,ML-200091,3,1892.03,OH
MM-7013322,2025-07-24,ML-200060,1,210.21,FL
MM-7013323,2025-06-11,ML-200014,1,92.76,FL
MM-7013324,2026-02-26,ML-200050,4,41.39,NJ
MM-7013325,2025-12-27,ML-200091,4,2437.93,WA
MM-7013326,2025-06-20,ML-200026,4,1069.29,NJ
MM-7013327,2025-06-03,ML-200061,3,542.76,OH
MM-7013328,2026-01-22,ML-200066,4,473.13,TX
MM-7013329,2025-06-18,ML-200085,4,1106.98,IL
MM-7013330,2025-07-14,ML-200044,3,738.5,FL
MM-7013331,2025-06-10,ML-200055,3,186.4,TX
MM-7013332,2026-02-24,ML-200003,3,409.83,CA
MM-7013333,2026-05-12,ML-200077,4,295.23,GA
MM-7013334,2026-02-02,ML-200065,4,727.58,FL
MM-7013335,2026-05-19,ML-200057,3,650.46,TX
MM-7013336,2026-04-17,ML-200092,4,1119.46,NY
MM-7013337,2025-09-04,ML-200027,1,175.65,TX
MM-7013338,2026-02-07,ML-200018,1,26.19,WA
MM-7013339,2026-01-16,ML-200008,1,16.93,NY
MM-7013340,2025-07-23,ML-200060,2,411.12,PA
MM-7013341,2026-03-14,ML-200080,4,325.4,PA
MM-7013342,2025-08-28,ML-200032,1,157.53,OH
MM-7013343,2025-12-26,ML-200100,2,116.82,OH
MM-7013344,2026-02-16,ML-200035,3,424.04,NY
MM-7013345,2026-05-12,ML-200044,3,710.54,OH
MM-7013346,2026-05-05,ML-200090,3,148.67,TX
MM-7013347,2025-10-08,ML-200037,2,540.38,WA
MM-7013348,2025-12-04,ML-200065,1,177.64,GA
MM-7013349,2026-01-16,ML-200057,3,640.8,IL
MM-7013350,2025-06-16,ML-200012,1,138.95,FL
MM-7013351,2025-08-04,ML-200052,1,23.87,TX
MM-7013352,2026-05-06,ML-200002,1,152.54,WA
MM-7013353,2025-07-29,ML-200012,3,420.96,FL
MM-7013354,2025-08-07,ML-200030,2,223.37,NY
MM-7013355,2025-09-22,ML-200049,4,1288.06,CA
MM-7013356,2025-11-03,ML-200062,3,215.92,NJ
MM-7013357,2026-04-11,ML-200038,2,220.79,IL
MM-7013358,2025-08-31,ML-200046,4,137.37,OH
MM-7013359,2026-05-17,ML-200100,3,177.95,NY
MM-7013360,2025-11-15,ML-200029,3,59.82,IL
MM-7013361,2025-12-16,ML-200050,3,31.34,GA
MM-7013362,2025-08-14,ML-200028,3,644.47,FL
MM-7013363,2026-01-07,ML-200066,2,241.76,FL
MM-7013364,2025-07-11,ML-200012,2,271.48,FL
MM-7013365,2026-04-01,ML-200053,1,260.99,NY
MM-7013366,2025-08-09,ML-200040,4,324.21,FL
MM-7013367,2025-07-04,ML-200072,4,321.31,WA
MM-7013368,2026-02-14,ML-200085,4,1074.91,FL
MM-7013369,2025-07-23,ML-200049,2,650.75,GA
MM-7013370,2025-08-10,ML-200056,3,700.37,WA
MM-7013371,2026-03-30,ML-200055,1,58.05,FL
MM-7013372,2025-11-19,ML-200026,3,833.48,GA
MM-7013373,2026-01-11,ML-200060,4,858.4,NJ
MM-7013374,2025-11-08,ML-200053,4,1031.88,CA
MM-7013375,2025-12-28,ML-200084,3,188.36,TX
MM-7013376,2026-05-17,ML-200059,1,183.2,NJ
MM-7013377,2025-09-19,ML-200050,1,10.51,IL
MM-7013378,2025-11-29,ML-200028,3,643.18,OH
MM-7013379,2025-10-27,ML-200067,2,200.79,OH
MM-7013380,2025-07-21,ML-200090,1,49.59,PA
MM-7013381,2025-12-21,ML-200009,4,551.89,IL
MM-7013382,2025-07-22,ML-200075,3,436.6,OH
MM-7013383,2025-06-12,ML-200032,3,453.46,CA
MM-7013384,2026-02-05,ML-200045,2,207.12,WA
MM-7013385,2025-06-17,ML-200051,2,713.05,WA
MM-7013386,2025-09-22,ML-200076,2,151.24,NJ
MM-7013387,2026-01-29,ML-200003,3,397.51,GA
MM-7013388,2025-11-06,ML-200087,4,41.0,NJ
MM-7013389,2025-12-05,ML-200084,3,180.84,GA
MM-7013390,2025-08-06,ML-200081,4,694.33,NJ
MM-7013391,2026-01-16,ML-200005,4,299.53,TX
MM-7013392,2025-12-12,ML-200047,4,1231.12,CA
MM-7013393,2026-05-15,ML-200100,1,59.8,OH
MM-7013394,2025-08-16,ML-200087,4,40.19,IL
MM-7013395,2026-03-02,ML-200042,4,422.0,FL
MM-7013396,2025-08-07,ML-200047,2,628.7,OH
MM-7013397,2025-08-17,ML-200056,2,452.53,CA
MM-7013398,2025-09-30,ML-200026,2,558.48,PA
MM-7013399,2025-12-18,ML-200035,1,143.03,IL
MM-7013400,2025-11-06,ML-200016,1,238.79,PA
MM-7013401,2025-09-02,ML-200061,1,178.63,WA
MM-7013402,2026-03-28,ML-200024,1,26.88,IL
MM-7013403,2025-08-06,ML-200059,1,180.5,NJ
MM-7013404,2025-10-10,ML-200008,4,68.95,IL
MM-7013405,2025-10-30,ML-200017,4,496.76,IL
MM-7013406,2026-01-25,ML-200063,2,251.37,WA
MM-7013407,2026-03-13,ML-200009,4,556.76,NJ
MM-7013408,2026-05-13,ML-200040,2,167.35,TX
MM-7013409,2026-03-05,ML-200046,2,69.88,NJ
MM-7013410,2026-01-05,ML-200030,1,108.83,GA
MM-7013411,2025-08-01,ML-200077,1,75.65,GA
MM-7013412,2026-04-23,ML-200046,3,105.25,FL
MM-7013413,2025-08-21,ML-200047,3,911.75,IL
MM-7013414,2026-04-22,ML-200036,2,70.62,CA
MM-7013415,2025-11-12,ML-200050,2,21.01,WA
MM-7013416,2026-02-01,ML-200016,1,236.82,FL
MM-7013417,2026-03-19,ML-200055,2,119.36,NY
MM-7013418,2025-09-26,ML-200035,1,140.28,PA
MM-7013419,2025-11-16,ML-200033,4,1392.01,WA
MM-7013420,2026-05-30,ML-200044,2,482.14,OH
MM-7013421,2025-09-29,ML-200040,3,244.1,GA
MM-7013422,2025-10-05,ML-200077,2,150.58,PA
MM-7013423,2026-05-13,ML-200025,3,525.47,NY
MM-7013424,2026-01-19,ML-200070,1,159.81,TX
MM-7013425,2025-11-24,ML-200071,2,208.57,NJ
MM-7013426,2026-05-10,ML-200067,1,102.51,TX
MM-7013427,2025-10-12,ML-200046,4,139.73,PA
MM-7013428,2025-06-21,ML-200083,4,177.83,FL
MM-7013429,2025-09-19,ML-200100,4,231.69,NY
