ticketId,createdAt,closedAt,productRef,categoryId,priority,status,channel
HD-06268,2026-04-20T13:06:49,2026-04-20T23:06:49,Titan Rocker Switch 20A,1,normal,closed,email
HD-06269,2026-05-11T16:51:19,2026-05-15T11:51:19,Titan Rocker Switch 20A,4,high,closed,email
HD-06270,2025-06-19T11:33:28,2025-06-24T01:33:28,Atlas Drop-In Anchor M8,2,low,closed,phone
HD-06271,2026-01-23T16:47:00,2026-01-30T00:47:00,Atlas Hydraulic Check Valve 24V DC,2,normal,closed,web
HD-06272,2026-03-20T09:58:34,2026-03-20T23:58:34,Titan Rocker Switch 20A,3,normal,closed,email
HD-06273,2026-03-29T09:12:41,,Titan Rocker Switch 20A,1,normal,open,web
HD-06274,2025-12-29T11:18:18,2026-01-06T20:18:18,Vanguard Hydraulic Rod Seal 45x65x10,2,high,closed,email
HD-06275,2025-06-11T18:44:30,2025-06-14T08:44:30,Meridian Wood Pallet 1200x800mm,2,normal,closed,phone
HD-06276,2026-05-19T11:15:07,2026-05-26T20:15:07,Titan Solenoid Valve 1in,1,high,closed,email
HD-06277,2026-04-30T17:06:37,2026-05-02T19:06:37,Titan Roker Switch 20A,1,low,closed,phone
HD-06278,2026-03-02T14:41:05,2026-03-04T14:41:05,Sterling Gate Valve 3/4in,1,normal,closed,phone
HD-06279,2025-10-28T09:23:16,,Vanguard Gasket Set Assorted 200pc,2,normal,open,phone
HD-06280,2026-04-28T13:38:36,,Titan Rocker Switch 20A,1,normal,open,phone
HD-06281,2026-04-02T17:07:47,,Titan Rocker Switch 20A,1,normal,open,web
HD-06282,2026-04-13T10:28:27,2026-04-18T10:28:27,Sterling Stretch Wrap 20in 5000ft,4,low,closed,email
HD-06283,2025-10-25T09:08:44,2025-11-03T05:08:44,Meridian Cut-Resistant Gloves Pair (L),4,urgent,closed,email
HD-06284,2025-07-11T08:05:14,2025-07-18T06:05:14,Sterling Socket Cap Scrwe M4 x 20mm,4,high,closed,email
HD-06285,2026-04-19T16:12:59,2026-04-23T07:12:59,Titan Solenoid Valve 1in,1,normal,closed,web
HD-06286,2025-10-04T18:15:03,2025-10-07T08:15:03,Vanguard Corrugated Box 20x20x20in,2,high,closed,email
HD-06287,2026-05-28T15:44:31,2026-06-07T00:44:31,Titan Solenid Valve 1in,1,urgent,closed,web
HD-06288,2026-01-13T17:17:02,2026-01-23T10:17:02,Meridian Splash Goggles Smoke Tint,4,normal,closed,web
HD-06289,2025-10-20T09:53:01,2025-10-25T21:53:01,Vanguard Wedge Anchor M12,3,urgent,closed,phone
HD-06290,2026-05-09T10:49:36,,TitanSolenoid Valve 1in,1,low,open,phone
HD-06291,2026-02-19T11:23:20,2026-02-26T14:23:20,Titan Rocker Switch 20A,3,normal,closed,email
HD-06292,2026-02-13T12:41:44,2026-02-19T04:41:44,Titan Solenoid Valve 1in,3,urgent,closed,email
HD-06293,2026-05-19T09:52:24,,Titan Solenoid Valve 1in,1,high,open,email
HD-06294,2026-01-08T18:25:26,2026-01-17T01:25:26,Vanguard Vented Safety Helmet Ratchet,5,normal,closed,email
HD-06295,2026-04-15T16:10:54,,Tian Rocker Switch 20A,4,normal,open,phone
HD-06296,2026-02-13T13:22:31,2026-02-15T11:22:31,Vanguard Flange Bolt M10 x 60mm,2,high,closed,web
HD-06297,2026-02-09T12:25:46,2026-02-15T01:25:46,Sterling Stretch Wrap 20in 5000ft,4,normal,closed,web
HD-06298,2025-06-14T11:29:16,2025-06-20T05:29:16,Atlas Drop-In Anchor M8,6,urgent,closed,web
HD-06299,2026-01-14T11:57:54,2026-01-18T15:57:54,Atlas O-Ring Kit 45x65x10,5,normal,closed,email
HD-06300,2026-03-21T12:53:30,2026-03-30T03:53:30,Sterling Nitrile Gloves Pair (M),2,normal,closed,web
HD-06301,2025-10-27T08:51:50,2025-11-05T00:51:50,Vanguard Hex Bolt 1/4in x 1in,4,normal,closed,email
HD-06302,2026-04-02T11:34:17,2026-04-08T14:34:17,Vanguard SAE Hydraulic Hose 5/8ni x 25m,3,normal,closed,email
HD-06303,2026-04-24T14:58:57,,Titan Solenoid Valve 1in,1,high,open,web
HD-06304,2026-03-17T10:07:53,2026-03-25T16:07:53,Vanguard Brass Ball Valve 3000 psi,4,high,closed,phone
HD-06305,2026-05-18T09:55:49,2026-05-21T07:55:49,Titan Rocker Switch 20A,3,high,closed,phone
HD-06306,2025-11-05T18:02:03,2025-11-07T18:02:03,Vanguard Plastic Euro Pallet 42x42in,4,normal,closed,phone
HD-06307,2026-02-01T17:29:08,,,2,low,open,phone
HD-06308,2026-04-30T12:57:00,2026-05-05T12:57:00,Meridian Drop-In Anchor 3/8in x 3in,2,high,closed,email
HD-06309,2026-05-01T14:17:47,,Titan Solenoid Valve 1in,4,normal,open,web
HD-06310,2026-04-25T17:50:29,2026-04-30T10:50:29,Titan Solenoid Valve 1in,3,high,closed,web
HD-06311,2026-04-08T12:49:16,,Titan Solenoid Valve 1in,2,low,open,phone
HD-06312,2026-05-25T10:59:55,2026-05-31T10:59:55,Titan Hydraulic Hose R2 1/2in x 15m,4,low,closed,email
HD-06313,2026-05-12T08:36:03,,Titan Rocker Switch 20A,2,urgent,open,web
HD-06314,2025-11-14T12:37:40,2025-11-21T04:37:40,Atlas Stringer Pallet 1100x1100mm,2,urgent,closed,web
HD-06315,2026-05-04T15:00:42,,Titan Solenoid Valve 1in,1,normal,open,phone
HD-06316,2026-04-29T14:03:50,2026-05-02T19:03:50,Sterling Socket Cap Screw M4 x 20mm,4,low,closed,email
HD-06317,2026-05-25T08:31:22,2026-05-29T16:31:22,,5,low,closed,web
HD-06318,2025-07-31T08:32:01,,Titan Safety Goggles Wraparound,4,normal,open,web
HD-06319,2025-10-14T13:45:55,2025-10-21T23:45:55,Vanguard Sleeve Anchor 1/2in x 4in,3,normal,closed,email
HD-06320,2026-04-16T11:39:21,2026-04-24T11:39:21,Titan Rocker Switch 20A,4,urgent,closed,web
HD-06321,2026-03-20T17:41:42,2026-03-21T13:41:42,Sterling Gate Valve 3/4in,2,normal,closed,email
HD-06322,2026-02-27T15:21:50,2026-03-08T08:21:50,Vanguard Suction Hose 3/4in x 12m,2,normal,closed,email
HD-06323,2025-08-23T15:48:15,2025-08-25T21:48:15,Sterling Shrink Film 2mil 10ft,3,low,closed,web
HD-06324,2026-03-28T18:58:46,2026-04-07T12:58:46,Sterling Leather Work Gloves Box 100 (L),6,low,closed,web
HD-06325,2026-04-12T16:44:11,,Titan Solenoid Valve 1in,6,low,open,email
HD-06326,2025-08-11T13:43:33,2025-08-20T00:43:33,Vangurd Wedge Anchor M12,3,low,closed,email
HD-06327,2026-04-09T15:29:43,2026-04-12T19:29:43,Atlas O-Ring Kit 45x65x10,2,normal,closed,phone
HD-06328,2026-02-17T18:52:52,2026-02-20T02:52:52,Titan Rocker Switch 20A,1,low,closed,email
HD-06329,2025-12-05T15:00:56,2025-12-10T04:00:56,Sterling Hex Cap Screw M6 x 30mm,2,high,closed,email
HD-06330,2026-02-08T14:23:54,2026-02-15T10:23:54,Vanguard Poly Sheeting 18in 1500ft,1,low,closed,email
HD-06331,2026-04-25T16:52:38,2026-05-03T17:52:38,Titan Rocker Switch 20A,1,high,closed,email
HD-06332,2025-10-13T17:57:59,2025-10-13T21:57:59,Meridian Heavy-Duty Carton 18x18x16in,6,high,closed,email
HD-06333,2026-02-15T12:35:27,,Titan Rocker wSitch 20A,4,high,open,web
HD-06334,2026-02-14T17:24:12,2026-02-23T04:24:12,Titan Rocker Switch 20A,1,low,closed,web
HD-06335,2026-02-28T10:53:12,2026-03-02T07:53:12,Atlas O-Ring Kit 45x65x10,3,normal,closed,email
HD-06336,2026-04-27T15:20:48,2026-04-29T09:20:48,Titan THHN Wire 12 AWG 100ft,1,low,closed,web
HD-06337,2026-05-20T08:55:25,,Titan Solenoid Valve 1in,4,high,open,web
HD-06338,2026-05-04T18:50:48,2026-05-08T07:50:48,Sterling Leather Work Gloves Box 100 (XL),2,urgent,closed,web
HD-06339,2025-09-11T13:28:28,2025-09-12T21:28:28,,2,urgent,closed,web
HD-06340,2026-05-08T09:12:44,2026-05-14T20:12:44,Titan Solenoid Valve 1in,1,normal,closed,email
HD-06341,2026-03-15T18:01:02,2026-03-23T02:01:02,,3,normal,closed,phone
HD-06342,2026-04-08T13:43:02,2026-04-14T12:43:02,Titan Solenoid Valve 1in,1,normal,closed,web
HD-06343,2026-04-02T12:47:05,2026-04-06T02:47:05,Titan Rocker Switch 20A,1,normal,closed,email
HD-06344,2026-04-09T11:48:48,,Titan Rocker Switch 20A,1,normal,open,email
HD-06345,2026-05-03T09:05:11,2026-05-07T19:05:11,Titan Solenoid Valve 1in,3,normal,closed,phone
HD-06346,2026-04-09T09:37:24,,Titan Solenoid Valve 1in,1,normal,open,web
HD-06347,2026-03-10T12:31:04,2026-03-12T12:31:04,Atlas Machine Screw M4 x 20mm,4,normal,closed,email
HD-06348,2025-12-15T18:31:31,2025-12-25T15:31:31,Vanguard Machine Screw #10 x 1-1/2in,6,normal,closed,email
HD-06349,2025-07-19T18:15:16,2025-07-21T23:15:16,Atlas Machine Screw M6 x 40mm,1,normal,closed,email
HD-06350,2026-02-05T15:33:49,2026-02-10T00:33:49,Vanguard Hex Bolt 1/4in x 1in,4,high,closed,email
HD-06351,2025-11-19T10:33:43,2025-11-19T18:33:43,Sterling Gate Valve 3/4in,6,low,closed,phone
HD-06352,2026-01-01T12:14:35,2026-01-10T17:14:35,Vanguard Coaxial Cable 305m Reel,2,high,closed,phone
HD-06353,2026-05-15T17:44:48,2026-05-17T22:44:48,,2,normal,closed,phone
HD-06354,2026-04-29T09:27:13,,Titan Rocker Switch 20A,1,high,open,phone
HD-06355,2026-01-19T11:52:23,2026-01-24T16:52:23,Atlas Rocker Switch 10A,2,low,closed,email
HD-06356,2026-05-01T08:10:37,2026-05-10T10:10:37,Tian Solenoid Valve 1in,3,normal,closed,phone
HD-06357,2026-05-07T13:14:51,,,1,low,open,web
HD-06358,2026-02-27T18:43:01,2026-03-08T11:43:01,Sterling Self-Tapping Screw M5 x 25mm,2,high,closed,email
HD-06359,2026-04-06T13:02:13,2026-04-11T11:02:13,Titan Solenoid Valve 1in,5,normal,closed,email
HD-06360,2025-07-10T15:28:01,2025-07-19T19:28:01,Sterling Shrink Fiml 2mil 10ft,3,normal,closed,email
HD-06361,2025-09-13T08:20:23,,Atlas Cat6 Ethernet Cable 305m Reel,4,normal,open,email
HD-06362,2026-04-07T13:52:34,,Meridian Cut-Resistant Glove sPair (L),2,normal,open,email
HD-06363,2026-01-20T17:15:18,2026-01-28T13:15:18,Sterling Sleeve Anchor M12,3,normal,closed,phone
HD-06364,2026-05-05T11:50:47,2026-05-11T15:50:47,Titan Rocker Switch 20A,1,normal,closed,phone
HD-06365,2026-03-28T15:50:10,2026-04-07T08:50:10,Titan Solenoid Valve 1in,1,normal,closed,web
HD-06366,2025-09-27T18:07:45,2025-10-02T05:07:45,Meridian Full Brim Hard Hat Class G Blue,1,normal,closed,email
HD-06367,2026-03-02T15:58:42,2026-03-09T17:58:42,Titan Rocker Switch 20A,1,high,closed,email
HD-06368,2026-03-02T14:32:07,,Titan Solenoid Valve 1in,2,normal,open,phone
HD-06369,2026-04-11T13:24:46,,Titan Solenoid Valve 1in,1,normal,open,web
HD-06370,2025-09-01T11:09:39,2025-09-06T17:09:39,Atlas Gasket Set PTFE 25pc,4,normal,closed,web
HD-06371,2025-10-17T16:29:36,2025-10-19T14:29:36,Vanguard Hydraulic Rod Seal 45x65x10,2,low,closed,phone
HD-06372,2026-05-13T16:57:09,2026-05-15T18:57:09,Titan Rocker Switch 20A,1,high,closed,phone
HD-06373,2026-03-30T12:18:43,,Titan Roker Switch 20A,3,high,open,web
HD-06374,2025-06-29T18:29:21,2025-07-09T12:29:21,Sterling Shrin Film 2mil 10ft,2,normal,closed,web
HD-06375,2025-12-27T10:27:31,2025-12-31T15:27:31,Sterling Wood Screw M4 x 20mm,5,normal,closed,web
HD-06376,2026-04-19T12:31:10,2026-04-19T19:31:10,Sterling Hydraulic Hose R2 3/8in x 10m,3,normal,closed,email
HD-06377,2025-10-28T16:49:20,2025-11-04T02:49:20,,4,high,closed,email
HD-06378,2026-03-25T09:38:43,2026-03-31T16:38:43,,2,normal,closed,web
HD-06379,2026-05-30T10:39:31,2026-05-30T19:39:31,Titan Terminal Block 20A,4,normal,closed,web
HD-06380,2026-03-13T15:29:08,,Titan Solenoid Valve 1in,1,high,open,email
HD-06381,2026-02-22T14:04:11,,Titan Solenoid Valve 1in,1,low,open,phone
HD-06382,2026-04-24T08:21:46,2026-05-03T16:21:46,Titan Rocker Switch 20A,1,normal,closed,email
HD-06383,2026-01-07T15:56:49,2026-01-12T07:56:49,Vanguard SAE Hydraulic Hose 5/8in x 25m,1,low,closed,phone
HD-06384,2025-11-06T12:24:09,2025-11-09T20:24:09,Vanguard Poly Sheeting 30in 2000ft,5,high,closed,phone
HD-06385,2025-11-06T10:32:49,2025-11-09T18:32:49,Vanguard Wedge Anchor M12,2,normal,closed,email
HD-06386,2026-02-17T16:44:16,2026-02-19T11:44:16,Titan Rocker Switch 20A,3,low,closed,web
HD-06387,2026-05-14T16:14:36,2026-05-22T17:14:36,Titan Rocker Switch 20A,1,normal,closed,web
HD-06388,2025-12-06T17:30:07,2025-12-10T19:30:07,Titan SAE Hydraulic Hose 1/2in x 15m,2,normal,closed,web
HD-06389,2026-05-26T08:57:31,2026-05-27T12:57:31,,1,normal,closed,web
HD-06390,2026-03-09T14:21:11,2026-03-17T16:21:11,Titan Rocker Switch 20A,5,low,closed,email
HD-06391,2026-04-26T17:19:00,2026-05-01T02:19:00,Titan Rocker Switch 20A,6,low,closed,web
HD-06392,2026-05-07T09:21:52,2026-05-13T09:21:52,Titan Solenoid Valve 1in,1,normal,closed,web
HD-06393,2025-12-15T09:24:05,2025-12-22T21:24:05,Titan RJ45 Connector 12-pos,3,normal,closed,phone
HD-06394,2026-01-12T13:04:05,,Vanguard Hex Bolt M12 x 80mm,2,normal,open,web
HD-06395,2026-05-01T16:41:11,2026-05-11T01:41:11,Titan Rocker Switch 20A,1,normal,closed,email
HD-06396,2026-03-20T18:02:00,2026-03-22T12:02:00,Titan Solenoid Valve 1in,2,normal,closed,email
HD-06397,2026-05-30T15:18:14,2026-06-02T18:18:14,Titan Solenoid Valve 1in,1,normal,closed,phone
HD-06398,2026-05-26T16:17:09,2026-06-03T10:17:09,Titan Vented Safety Helmet Class G Blue,2,normal,closed,web
HD-06399,2026-01-29T09:53:49,2026-01-30T07:53:49,Sterling Socket Cap Screw M4 x 20mm,2,high,closed,web
HD-06400,2026-05-19T10:26:55,2026-05-23T01:26:55,Titan Solenoid aVlve 1in,3,normal,closed,email
HD-06401,2026-03-09T08:54:44,,Sterling Safety Glasses Wraparound,5,normal,open,email
HD-06402,2026-03-21T12:42:19,2026-03-27T13:42:19,,2,low,closed,phone
HD-06403,2026-03-12T11:08:22,2026-03-22T02:08:22,Titan Rocker Switch 20A,1,normal,closed,phone
HD-06404,2026-01-10T08:10:59,2026-01-15T10:10:59,Vanguard Poly Sheeting 30in 2000ft,1,low,closed,phone
HD-06405,2026-05-31T16:52:47,2026-06-07T19:52:47,Meridian Drop-In nchor 3/8in x 3in,5,high,closed,email
HD-06406,2025-10-03T10:54:41,2025-10-05T19:54:41,Titan Stretch Wrap 18in 1500ft,3,normal,closed,web
HD-06407,2025-12-31T08:43:33,2026-01-05T07:43:33,Atlas Stringer Pallet 1100x1100mm,2,normal,closed,phone
HD-06408,2026-05-18T12:52:14,,Titan Rocker Switch 20A,1,low,open,email
HD-06409,2026-01-17T09:18:01,2026-01-27T01:18:01,Meridian Cut-Resistant Gloves Pair X(L),3,normal,closed,web
HD-06410,2025-06-26T13:24:31,,Atlas O-Ring Kit 35x52x7,2,low,open,phone
HD-06411,2026-05-07T15:53:43,,Titan Rocker Switch 20A,1,normal,open,email
HD-06412,2025-09-25T18:21:26,,Atlas O-Ring Kit 35x52x7,2,low,open,email
HD-06413,2026-05-27T08:49:11,2026-06-01T16:49:11,Titan Safety Goggles Wraparound,5,low,closed,phone
HD-06414,2026-03-15T13:50:20,2026-03-16T07:50:20,Titan Rocker Switch 20A,1,high,closed,email
HD-06415,2026-02-28T09:32:30,2026-03-02T02:32:30,Titan Rocker Switch 20A,2,normal,closed,email
HD-06416,2026-01-09T12:38:42,2026-01-13T07:38:42,Titan Wood Pallet 48x40in,2,normal,closed,web
HD-06417,2026-01-22T14:55:04,2026-01-27T10:55:04,Sterling Nitrile Gloves Pair (M),3,normal,closed,email
HD-06418,2026-03-19T09:36:56,,Atlas Cat6 Ethernet Cable 12 AWG 100ft,2,high,open,email
HD-06419,2026-03-25T15:19:49,2026-03-27T04:19:49,Titan Rocker Switch 20A,1,normal,closed,email
HD-06420,2026-05-30T14:57:22,2026-06-05T23:57:22,Meridian Cut-Resistant Gloves Pair (XL),5,normal,closed,web
HD-06421,2025-09-15T18:22:44,2025-09-22T04:22:44,Meridian Cut-Resistant Gloves Pair (L),5,low,closed,email
HD-06422,2026-05-13T12:19:12,,Titan Rocker Switch 20A,3,normal,open,email
HD-06423,2026-02-12T15:26:55,,Titan Solenoid Valve 1in,1,normal,open,web
HD-06424,2025-07-12T08:02:52,2025-07-13T17:02:52,Sterling Self-Tapping Screw M5 x 25mm,4,normal,closed,phone
HD-06425,2026-05-19T16:25:30,2026-05-25T21:25:30,Sterling Flange Bolt M12 x 80mm,3,normal,closed,phone
HD-06426,2026-02-02T13:09:50,2026-02-10T10:09:50,,4,low,closed,phone
HD-06427,2026-05-23T18:20:39,,Titan Rocker Switch 20A,4,high,open,web
HD-06428,2026-01-20T14:18:12,2026-01-29T17:18:12,Titan Vented Safety Helmet Class G Blue,1,urgent,closed,web
HD-06429,2026-04-13T10:20:15,,Titan Solenoid Valve 1in,1,normal,open,phone
HD-06430,2025-07-09T12:53:41,2025-07-18T17:53:41,,2,normal,closed,web
HD-06431,2025-08-23T13:34:08,2025-08-27T12:34:08,Sterling Self-Tapping Screw M5 x 25mm,6,normal,closed,email
HD-06432,2026-03-16T16:30:50,,Titan Rocker Swithc 20A,3,normal,open,email
HD-06433,2025-09-28T17:43:51,2025-09-30T00:43:51,Sterling Terminal Block 8-pin,3,normal,closed,web
HD-06434,2026-01-05T17:39:56,,Vanguard Nitrile Gloves Pair (XL),3,normal,open,phone
HD-06435,2026-03-20T14:42:12,2026-03-22T13:42:12,Titan Solenoid Valve 1in,3,low,closed,email
HD-06436,2026-02-13T08:07:24,2026-02-15T06:07:24,Titan Rocker Switch 20A,3,low,closed,email
HD-06437,2026-03-09T11:52:47,2026-03-15T20:52:47,Titan Rocker Switch 20A,6,normal,closed,phone
HD-06438,2026-03-21T08:55:14,,Titan Solenoid Valve 1in,1,normal,open,email
HD-06439,2026-01-15T17:19:46,,Titan Anti-Fog Goggles Wraparound,3,normal,open,phone
HD-06440,2026-05-28T09:53:59,2026-05-30T01:53:59,Vanguard Coaxial Cable 305m Reel,5,normal,closed,email
HD-06441,2026-03-10T13:25:35,,Titan Solenoid Valve 1in,1,low,open,phone
HD-06442,2026-04-13T15:19:59,,Titan Rocker Switch 20A,1,normal,open,email
HD-06443,2025-10-12T15:43:36,2025-10-19T06:43:36,Sterling Hydraulic Hose R2 3/8in x 10m,2,low,closed,phone
HD-06444,2025-11-23T15:52:16,2025-12-03T01:52:16,Vanguard Corrugated Box 20x20x20in,3,high,closed,web
HD-06445,2026-05-21T16:46:33,2026-05-28T11:46:33,Titan Rocker Switch 20A,1,low,closed,phone
HD-06446,2026-03-06T10:33:08,2026-03-06T16:33:08,Titan Rocker Switch 20A,3,high,closed,email
HD-06447,2026-03-24T09:01:25,2026-03-30T21:01:25,Titan Rocker Switch 20A,1,high,closed,web
HD-06448,2026-03-05T09:34:57,2026-03-06T16:34:57,Atlas O-Ring Kit 35x52x7,4,normal,closed,email
HD-06449,2026-03-31T14:23:55,2026-04-01T14:23:55,Meridian Cut-Resistant Gloves Pair (L),6,normal,closed,email
HD-06450,2026-03-09T17:08:20,2026-03-19T11:08:20,Titan Stretch Wrap 18in 1500ft,5,normal,closed,phone
HD-06451,2026-03-15T09:52:06,2026-03-24T23:52:06,Titan Solenoid Valve 1in,5,low,closed,email
HD-06452,2026-05-25T16:07:55,2026-06-03T19:07:55,Titan Rocker Switch 20A,3,urgent,closed,email
HD-06453,2026-05-29T17:14:50,2026-06-02T06:14:50,Titan Terminal Block 20A,4,normal,closed,email
HD-06454,2025-07-12T14:50:25,2025-07-20T13:50:25,Meridian Drop-In Anchor 3/8in x 3in,2,low,closed,email
HD-06455,2025-08-22T11:25:42,,Sterling Anti-Fog Goggles Indirect Vent,2,low,open,phone
HD-06456,2026-05-27T15:01:57,2026-06-03T01:01:57,Vanguard Hex Bolt 1/4in x 1in,2,normal,closed,phone
HD-06457,2025-06-20T13:30:03,2025-06-27T19:30:03,Meridian DIN Contactor Roller Lever,2,normal,closed,phone
HD-06458,2026-03-03T09:58:00,,,2,low,open,email
HD-06459,2025-08-16T14:10:33,2025-08-23T15:10:33,Meridian Heavy-Duty Carton 18x18x16in,4,normal,closed,web
HD-06460,2026-01-27T09:54:07,2026-01-30T04:54:07,Meridian Stringer Pallet Block 48x48in,5,normal,closed,phone
HD-06461,2026-01-09T14:29:33,2026-01-10T09:29:33,Sterling Anti-Fog Goggles Indirect Vent,6,high,closed,email
HD-06462,2025-11-30T09:06:25,2025-12-01T05:06:25,Titan IEC Power Connector 12-pos,1,high,closed,phone
HD-06463,2025-10-12T08:11:53,2025-10-16T20:11:53,Vanguard SAE Hydraulic Hose 5/8in x 25m,1,normal,closed,email
HD-06464,2026-04-22T18:16:24,2026-04-29T19:16:24,Vanguard Nitrile Gloves Pair (XL),1,normal,closed,phone
HD-06465,2025-09-20T14:54:21,2025-09-27T12:54:21,Titan Carrige Bolt 1/4in x 1in,2,normal,closed,web
HD-06466,2026-03-08T13:07:49,2026-03-17T00:07:49,Titan Solenoid Valve 1in,1,normal,closed,email
HD-06467,2026-03-22T13:13:15,,Titan Solenoid Valve 1in,2,low,open,web
HD-06468,2026-02-25T11:03:28,,Titan Soenoid Valve 1in,1,normal,open,phone
HD-06469,2026-05-08T10:03:18,,Titan Rocker Switch 20A,1,high,open,email
HD-06470,2026-04-19T09:51:48,2026-04-20T04:51:48,Titan Solenoid Vavle 1in,1,normal,closed,phone
HD-06471,2025-08-09T18:32:16,,Sterling Anti-Fog Goggles Indirect eVnt,1,normal,open,phone
HD-06472,2026-04-10T18:46:48,,Titan Rocker Swtich 20A,1,normal,open,web
HD-06473,2025-07-12T10:21:27,2025-07-19T17:21:27,Vanguard Concrete Screw 5/8in x 5in,5,normal,closed,email
HD-06474,2026-04-20T08:30:09,,Titan Solenoid Valve 1in,1,low,open,phone
HD-06475,2026-05-12T16:51:59,2026-05-12T22:51:59,Atlas Cat6 Ethernet Cable 305m Reel,1,urgent,closed,web
HD-06476,2025-10-18T09:24:19,2025-10-18T18:24:19,Meridian O-Ring Kit FKM Viton,3,normal,closed,web
HD-06477,2026-02-17T15:49:35,2026-02-24T03:49:35,,3,low,closed,email
HD-06478,2025-08-14T15:55:58,2025-08-19T03:55:58,,1,high,closed,email
HD-06479,2025-11-26T18:11:37,2025-12-05T02:11:37,Sterling Leather Work Gloves Box 100 (XL),3,low,closed,web
HD-06480,2026-02-22T15:49:12,,Titan Rocker Switch 20A,1,urgent,open,web
HD-06481,2026-05-09T11:32:34,,Titan Solenoid Valve 1in,3,normal,open,web
HD-06482,2025-06-11T16:06:02,2025-06-15T17:06:02,Atlas Flange Bolt M6 x 30mm,2,high,closed,web
HD-06483,2025-09-29T10:47:01,2025-10-03T07:47:01,Atlas Stringer Pallet 1100x1100mm,1,normal,closed,phone
HD-06484,2025-11-23T14:51:23,2025-11-30T14:51:23,Titan Stretch Wrap 18in 1500ft,1,normal,closed,email
HD-06485,2025-07-01T15:03:32,2025-07-06T06:03:32,Titan Carriage Bolt 1/4in x 1in,2,normal,closed,web
HD-06486,2026-02-27T17:45:13,2026-03-06T10:45:13,Titan Rocker Switch 20A,1,normal,closed,email
HD-06487,2026-04-02T10:22:39,,Titan Solenoid Valve 1in,1,high,open,web
HD-06488,2025-07-08T16:22:11,2025-07-11T20:22:11,Sterling Safety Goggles Clear,3,urgent,closed,web
HD-06489,2025-07-08T13:21:31,2025-07-14T18:21:31,Vanguard Gasket Set Assorted 200pc,1,high,closed,web
HD-06490,2026-05-20T11:03:54,,Titan Wood Pallet 48x40in,2,normal,open,email
HD-06491,2025-12-26T16:54:07,2026-01-05T10:54:07,Vanguard Self-Tapping Screw #8 x 1in,1,low,closed,phone
HD-06492,2025-09-11T16:26:34,2025-09-15T12:26:34,Vanguard Concrete Screw 5/8in x 5in,2,low,closed,web
HD-06493,2026-05-13T16:18:38,2026-05-17T13:18:38,Titan Rocker Switch 20A,3,urgent,closed,email
HD-06494,2026-04-22T14:05:35,2026-04-29T07:05:35,Titan Rocker Switch 20A,6,low,closed,phone
HD-06495,2026-04-29T15:54:59,2026-05-03T11:54:59,Titan Rocker Switch 20A,1,normal,closed,web
HD-06496,2025-08-18T10:18:46,2025-08-20T21:18:46,Atlas Stretch Wrap 24in Roll,4,normal,closed,email
HD-06497,2026-03-15T12:55:37,,Titan Rocker Switch 20A,3,normal,open,email
HD-06498,2026-03-07T17:58:19,,Sterling Hydraulic Check Valve 3/4in,1,low,open,email
HD-06499,2025-10-26T17:12:06,2025-10-27T08:12:06,Sterling Rocker Swtich 15A,1,normal,closed,web
HD-06500,2026-03-12T10:28:57,2026-03-15T18:28:57,Ttan Solenoid Valve 1in,1,normal,closed,web
HD-06501,2026-04-30T14:49:07,2026-05-06T03:49:07,Titan Solenoid Valve 1in,4,normal,closed,phone
HD-06502,2025-10-07T13:46:41,2025-10-12T02:46:41,Vanguard Gasket Set FKM Viton,4,normal,closed,email
HD-06503,2026-05-19T14:22:20,2026-05-20T15:22:20,Titan Rocker Switch 20A,1,high,closed,email
HD-06504,2026-03-22T15:22:14,2026-03-24T17:22:14,Titan Rocker Switch 20A,1,low,closed,email
HD-06505,2026-03-28T13:25:20,,Titan Solenoid Valve 1in,3,normal,open,email
HD-06506,2026-05-15T13:13:01,,Titan Rocker Switch 20A,3,normal,open,phone
HD-06507,2025-11-06T15:37:20,2025-11-09T18:37:20,Atlas Strtch Wrap 24in Roll,2,high,closed,email
HD-06508,2025-12-13T12:38:19,2025-12-22T17:38:19,Vanguard Poly Sheeting 30in 2000ft,4,normal,closed,web
HD-06509,2025-06-04T12:24:26,2025-06-14T09:24:26,Meridian Wood Pallet 1200x800mm,5,normal,closed,web
HD-06510,2026-05-31T17:27:01,2026-06-06T12:27:01,Titan Rocker Switch 20A,1,normal,closed,phone
HD-06511,2026-04-03T16:02:14,2026-04-05T10:02:14,Vanguard Nitrile Gloves Pair (XL),1,normal,closed,phone
HD-06512,2025-12-13T17:12:29,,Vanguard Hydraulic Rod Seal 45x65x10,2,urgent,open,email
HD-06513,2025-07-16T16:28:12,2025-07-19T06:28:12,Meridian Cut-Resistant Gloves Pair (L),1,normal,closed,web
HD-06514,2026-03-21T17:44:08,2026-03-30T14:44:08,Titan Rocker Switch 20A,1,normal,closed,web
HD-06515,2026-03-03T18:28:43,2026-03-10T12:28:43,Titan Solenoid Valve 1in,2,normal,closed,phone
HD-06516,2026-03-01T12:00:30,2026-03-09T03:00:30,Titan Solenoid Valve 1in,6,normal,closed,email
HD-06517,2025-06-15T15:01:13,2025-06-18T20:01:13,Titan SAE Hydraulic Hose 1/2in x 15m,2,normal,closed,web
HD-06518,2026-01-09T13:28:44,,Vanguard Corrugated Box 20x20x20in,2,normal,open,phone
