ReturnId,ReturnDateKey,SalesOrderLineId,OrderId,SKU,MarketId,CustomerId,ReasonKey,QtyReturned,RefundAmountUSD
RMA-003426,20260317,127006,SO-0028446,SKU-0065,M01,C005,4,1,55.74
RMA-003427,20241031,127043,SO-0006348,SKU-0065,M02,C007,1,1,55.96
RMA-003428,20241124,127046,SO-0007065,SKU-0065,M02,C008,1,1,60.61
RMA-003429,20250107,127058,SO-0008500,SKU-0065,M02,C008,1,1,56.01
RMA-003430,20250702,127084,SO-0016717,SKU-0065,M02,C007,1,1,55.86
RMA-003431,20250712,127089,SO-0017657,SKU-0065,M02,C008,5,1,57.0
RMA-003432,20251213,127111,SO-0023703,SKU-0065,M02,C008,2,1,58.95
RMA-003433,20260401,127122,SO-0029248,SKU-0065,M02,C008,1,1,56.09
RMA-003434,20260429,127126,SO-0030898,SKU-0065,M02,C010,1,1,53.12
RMA-003435,20250618,127148,SO-0016277,SKU-0065,M03,C014,4,1,56.1
RMA-003436,20251127,127160,SO-0023711,SKU-0065,M03,C016,1,1,44.74
RMA-003437,20260424,127170,SO-0029697,SKU-0065,M03,C014,2,1,58.3
RMA-003438,20250801,127234,SO-0018030,SKU-0065,M04,C022,5,1,44.48
RMA-003439,20251213,127250,SO-0024121,SKU-0065,M04,C022,1,1,44.22
RMA-003440,20240901,127272,SO-0003067,SKU-0065,M05,C026,5,1,58.54
RMA-003441,20241024,127278,SO-0005164,SKU-0065,M05,C026,1,2,115.5
RMA-003442,20250316,127291,SO-0011561,SKU-0065,M05,C026,1,1,57.89
RMA-003443,20250406,127295,SO-0012535,SKU-0065,M05,C023,1,1,57.74
RMA-003444,20251019,127310,SO-0021296,SKU-0065,M05,C024,1,1,58.35
RMA-003445,20260228,127330,SO-0027795,SKU-0065,M05,C023,3,1,56.25
RMA-003446,20260331,127332,SO-0029396,SKU-0065,M05,C023,1,1,56.96
RMA-003447,20240626,127340,SO-0000520,SKU-0065,M06,C029,1,1,57.4
RMA-003448,20240807,127344,SO-0002577,SKU-0065,M06,C028,1,1,57.98
RMA-003449,20241216,127357,SO-0007894,SKU-0065,M06,C029,1,1,57.73
RMA-003450,20250218,127368,SO-0011255,SKU-0065,M06,C032,1,1,55.72
RMA-003451,20250416,127373,SO-0014014,SKU-0065,M06,C028,1,1,56.53
RMA-003452,20250924,127383,SO-0020317,SKU-0065,M06,C031,4,1,53.98
RMA-003453,20251214,127396,SO-0024712,SKU-0065,M06,C028,5,1,56.86
RMA-003454,20251225,127397,SO-0025029,SKU-0065,M06,C030,1,1,56.66
RMA-003455,20260206,127401,SO-0026283,SKU-0065,M06,C031,1,1,53.08
RMA-003456,20260207,127402,SO-0026554,SKU-0065,M06,C033,1,1,44.24
RMA-003457,20260127,127404,SO-0026730,SKU-0065,M06,C029,2,1,56.01
RMA-003458,20260303,127405,SO-0027404,SKU-0065,M06,C032,2,1,53.24
RMA-003459,20260402,127408,SO-0028957,SKU-0065,M06,C029,4,1,57.3
RMA-003460,20250124,127439,SO-0010010,SKU-0065,M07,C037,1,1,53.58
RMA-003461,20260102,127487,SO-0025212,SKU-0065,M07,C034,1,1,55.63
RMA-003462,20260315,127495,SO-0028165,SKU-0065,M07,C036,2,1,56.8
RMA-003463,20260610,127504,SO-0032125,SKU-0065,M07,C037,5,1,54.62
RMA-003464,20250128,127513,SO-0009517,SKU-0065,M08,C039,1,1,56.16
RMA-003465,20250318,127520,SO-0012507,SKU-0065,M08,C039,4,2,114.56
RMA-003466,20251129,127533,SO-0023241,SKU-0065,M08,C040,4,1,56.55
RMA-003467,20260114,127543,SO-0025396,SKU-0065,M08,C039,5,2,112.36
RMA-003468,20260202,127550,SO-0026115,SKU-0065,M08,C041,3,1,58.71
RMA-003469,20240707,127583,SO-0000943,SKU-0066,M01,C003,1,2,287.14
RMA-003470,20240808,127615,SO-0002422,SKU-0066,M01,C006,1,2,218.94
RMA-003471,20240811,127616,SO-0002461,SKU-0066,M01,C001,1,2,280.2
RMA-003472,20240826,127631,SO-0003135,SKU-0066,M01,C005,1,1,133.11
RMA-003473,20240905,127639,SO-0003494,SKU-0066,M01,C006,5,1,108.61
RMA-003474,20240908,127648,SO-0003896,SKU-0066,M01,C005,1,2,273.36
RMA-003475,20240930,127658,SO-0004341,SKU-0066,M01,C004,1,1,143.69
RMA-003476,20241024,127681,SO-0005362,SKU-0066,M01,C005,3,2,276.08
RMA-003477,20241120,127711,SO-0006704,SKU-0066,M01,C005,1,2,275.04
RMA-003478,20241121,127722,SO-0007196,SKU-0066,M01,C004,4,2,282.5
RMA-003479,20250105,127753,SO-0008583,SKU-0066,M01,C001,4,1,144.29
RMA-003480,20250126,127782,SO-0009888,SKU-0066,M01,C005,4,2,256.14
RMA-003481,20250210,127786,SO-0010067,SKU-0066,M01,C005,1,2,268.88
RMA-003482,20250118,127787,SO-0010110,SKU-0066,M01,C003,1,1,143.12
RMA-003483,20250131,127788,SO-0010153,SKU-0066,M01,C002,1,1,142.1
RMA-003484,20250308,127817,SO-0011447,SKU-0066,M01,C002,2,2,278.58
RMA-003485,20250322,127825,SO-0011806,SKU-0066,M01,C001,1,2,281.82
RMA-003486,20250325,127841,SO-0012513,SKU-0066,M01,C001,5,2,290.12
RMA-003487,20250419,127860,SO-0013410,SKU-0066,M01,C006,5,1,112.35
RMA-003488,20250418,127872,SO-0013990,SKU-0066,M01,C004,1,2,286.18
RMA-003489,20250427,127873,SO-0014032,SKU-0066,M01,C001,4,1,148.08
RMA-003490,20250512,127886,SO-0014617,SKU-0066,M01,C005,1,2,275.22
RMA-003491,20250510,127896,SO-0015061,SKU-0066,M01,C004,5,2,284.12
RMA-003492,20250516,127899,SO-0015194,SKU-0066,M01,C002,1,2,289.98
RMA-003493,20250527,127900,SO-0015239,SKU-0066,M01,C003,1,2,274.16
RMA-003494,20250606,127901,SO-0015283,SKU-0066,M01,C002,1,2,260.34
RMA-003495,20250602,127917,SO-0015997,SKU-0066,M01,C001,1,2,280.24
RMA-003496,20250620,127936,SO-0016847,SKU-0066,M01,C002,1,2,275.56
RMA-003497,20250728,127953,SO-0017607,SKU-0066,M01,C003,5,1,146.27
RMA-003498,20250721,127954,SO-0017654,SKU-0066,M01,C005,1,2,268.6
RMA-003499,20250726,127974,SO-0018547,SKU-0066,M01,C006,4,1,113.56
RMA-003500,20250815,127990,SO-0019257,SKU-0066,M01,C001,1,2,285.52
RMA-003501,20250912,128006,SO-0019975,SKU-0066,M01,C002,1,1,142.3
RMA-003502,20250929,128032,SO-0021139,SKU-0066,M01,C001,5,1,144.0
RMA-003503,20251004,128034,SO-0021233,SKU-0066,M01,C005,1,2,271.12
RMA-003504,20251015,128037,SO-0021362,SKU-0066,M01,C001,1,1,142.0
RMA-003505,20251014,128043,SO-0021634,SKU-0066,M01,C003,1,1,144.75
RMA-003506,20251102,128049,SO-0021948,SKU-0066,M01,C002,5,2,291.02
RMA-003507,20251018,128050,SO-0021996,SKU-0066,M01,C005,5,2,260.64
RMA-003508,20251112,128071,SO-0022937,SKU-0066,M01,C004,1,1,144.03
RMA-003509,20260103,128113,SO-0024820,SKU-0066,M01,C001,1,1,143.06
RMA-003510,20251228,128115,SO-0024914,SKU-0066,M01,C005,1,1,132.08
RMA-003511,20260108,128131,SO-0025762,SKU-0066,M01,C001,1,1,138.9
RMA-003512,20240616,128142,SO-0000099,SKU-0066,M02,C009,1,1,142.12
RMA-003513,20240707,128149,SO-0000413,SKU-0066,M02,C011,1,2,240.6
RMA-003514,20240704,128158,SO-0000813,SKU-0066,M02,C008,1,2,281.86
RMA-003515,20240719,128170,SO-0001350,SKU-0066,M02,C007,3,1,137.75
RMA-003516,20240803,128175,SO-0001572,SKU-0066,M02,C007,1,1,143.75
RMA-003517,20240807,128191,SO-0002288,SKU-0066,M02,C007,2,1,140.99
RMA-003518,20240904,128212,SO-0003229,SKU-0066,M02,C010,1,1,130.1
RMA-003519,20240828,128215,SO-0003362,SKU-0066,M02,C008,5,2,279.82
RMA-003520,20240911,128216,SO-0003409,SKU-0066,M02,C010,1,2,274.56
RMA-003521,20240907,128217,SO-0003452,SKU-0066,M02,C008,1,2,287.88
RMA-003522,20240913,128219,SO-0003539,SKU-0066,M02,C007,1,2,288.7
RMA-003523,20240919,128227,SO-0003900,SKU-0066,M02,C009,2,1,142.13
RMA-003524,20240915,128234,SO-0004213,SKU-0066,M02,C010,1,2,263.1
RMA-003525,20241102,128265,SO-0005679,SKU-0066,M02,C008,1,2,280.32
RMA-003526,20241119,128290,SO-0006799,SKU-0066,M02,C011,4,2,226.3
RMA-003527,20241119,128291,SO-0006839,SKU-0066,M02,C007,1,2,290.06
RMA-003528,20241112,128296,SO-0007067,SKU-0066,M02,C010,1,2,264.7
RMA-003529,20241203,128297,SO-0007110,SKU-0066,M02,C008,1,1,139.16
RMA-003530,20241202,128301,SO-0007293,SKU-0066,M02,C011,5,1,113.93
RMA-003531,20241206,128320,SO-0008141,SKU-0066,M02,C008,1,2,286.42
RMA-003532,20241221,128322,SO-0008229,SKU-0066,M02,C007,1,1,136.07
RMA-003533,20241215,128325,SO-0008365,SKU-0066,M02,C008,1,2,282.22
RMA-003534,20241226,128326,SO-0008413,SKU-0066,M02,C011,1,2,222.14
RMA-003535,20250113,128339,SO-0008994,SKU-0066,M02,C010,5,1,131.33
RMA-003536,20250120,128345,SO-0009264,SKU-0066,M02,C010,4,2,267.76
RMA-003537,20250124,128348,SO-0009397,SKU-0066,M02,C008,4,1,137.89
RMA-003538,20250124,128350,SO-0009486,SKU-0066,M02,C008,1,1,146.43
RMA-003539,20250208,128378,SO-0010742,SKU-0066,M02,C008,1,2,276.78
RMA-003540,20250210,128383,SO-0010966,SKU-0066,M02,C009,1,1,140.03
RMA-003541,20250302,128389,SO-0011235,SKU-0066,M02,C011,1,1,115.27
RMA-003542,20250308,128399,SO-0011681,SKU-0066,M02,C011,5,2,222.16
RMA-003543,20250322,128402,SO-0011816,SKU-0066,M02,C011,1,1,117.81
RMA-003544,20250322,128405,SO-0011942,SKU-0066,M02,C007,1,2,277.6
RMA-003545,20250324,128411,SO-0012209,SKU-0066,M02,C008,1,1,143.35
RMA-003546,20250406,128419,SO-0012564,SKU-0066,M02,C007,5,2,293.54
RMA-003547,20250417,128437,SO-0013368,SKU-0066,M02,C008,5,1,140.24
RMA-003548,20250510,128455,SO-0014210,SKU-0066,M02,C045,1,1,113.23
RMA-003549,20250509,128465,SO-0014657,SKU-0066,M02,C045,1,2,225.06
RMA-003550,20250526,128471,SO-0014887,SKU-0066,M02,C007,1,2,281.32
RMA-003551,20250508,128474,SO-0015024,SKU-0066,M02,C011,1,1,108.85
RMA-003552,20250523,128478,SO-0015199,SKU-0066,M02,C007,1,2,292.16
RMA-003553,20250608,128491,SO-0015817,SKU-0066,M02,C045,3,1,112.07
RMA-003554,20250616,128499,SO-0016137,SKU-0066,M02,C008,1,1,143.64
RMA-003555,20250725,128528,SO-0017431,SKU-0066,M02,C007,1,2,290.34
RMA-003556,20250714,128532,SO-0017612,SKU-0066,M02,C008,5,1,141.92
RMA-003557,20250714,128537,SO-0017835,SKU-0066,M02,C007,2,2,281.5
RMA-003558,20250812,128548,SO-0018329,SKU-0066,M02,C008,2,2,279.1
RMA-003559,20250814,128554,SO-0018595,SKU-0066,M02,C009,1,2,287.02
RMA-003560,20250801,128556,SO-0018681,SKU-0066,M02,C007,3,1,143.06
RMA-003561,20250902,128573,SO-0019491,SKU-0066,M02,C011,5,1,114.75
RMA-003562,20250914,128581,SO-0019847,SKU-0066,M02,C007,5,1,142.79
RMA-003563,20250916,128586,SO-0020069,SKU-0066,M02,C008,3,2,296.36
RMA-003564,20250917,128588,SO-0020158,SKU-0066,M02,C007,4,2,281.86
RMA-003565,20251010,128612,SO-0021238,SKU-0066,M02,C010,5,1,133.01
RMA-003566,20251027,128620,SO-0021594,SKU-0066,M02,C008,1,1,135.22
RMA-003567,20251017,128621,SO-0021639,SKU-0066,M02,C008,1,1,148.63
RMA-003568,20251030,128623,SO-0021728,SKU-0066,M02,C007,2,1,148.13
RMA-003569,20251025,128628,SO-0021956,SKU-0066,M02,C010,1,2,263.16
RMA-003570,20251125,128666,SO-0023702,SKU-0066,M02,C007,1,1,140.32
RMA-003571,20251204,128671,SO-0023928,SKU-0066,M02,C008,1,1,138.54
RMA-003572,20251127,128672,SO-0023972,SKU-0066,M02,C008,1,1,142.63
RMA-003573,20251130,128674,SO-0024065,SKU-0066,M02,C011,1,2,228.54
RMA-003574,20251212,128675,SO-0024110,SKU-0066,M02,C011,1,1,114.04
RMA-003575,20251227,128691,SO-0025053,SKU-0066,M02,C009,1,1,145.28
RMA-003576,20251228,128692,SO-0025097,SKU-0066,M02,C008,1,2,282.72
RMA-003577,20260124,128702,SO-0025634,SKU-0066,M02,C007,4,2,280.0
RMA-003578,20260211,128711,SO-0026396,SKU-0066,M02,C009,1,1,141.97
RMA-003579,20240628,128730,SO-0000999,SKU-0066,M03,C015,1,1,135.92
RMA-003580,20240708,128732,SO-0001086,SKU-0066,M03,C012,3,2,271.72
RMA-003581,20240728,128744,SO-0001667,SKU-0066,M03,C013,5,1,139.88
RMA-003582,20240805,128762,SO-0002610,SKU-0066,M03,C016,5,1,111.7
RMA-003583,20240812,128766,SO-0002785,SKU-0066,M03,C013,1,1,142.91
RMA-003584,20240831,128769,SO-0002919,SKU-0066,M03,C013,3,1,142.96
RMA-003585,20240825,128776,SO-0003232,SKU-0066,M03,C013,5,2,281.88
RMA-003586,20240920,128784,SO-0003633,SKU-0066,M03,C012,1,1,132.54
RMA-003587,20240913,128790,SO-0003905,SKU-0066,M03,C014,1,1,140.7
RMA-003588,20240927,128794,SO-0004125,SKU-0066,M03,C012,5,1,135.32
RMA-003589,20241202,128862,SO-0007294,SKU-0066,M03,C012,1,2,269.82
RMA-003590,20241213,128869,SO-0007608,SKU-0066,M03,C012,1,1,134.36
RMA-003591,20241210,128877,SO-0007967,SKU-0066,M03,C013,1,1,143.41
RMA-003592,20241227,128880,SO-0008103,SKU-0066,M03,C015,1,1,141.28
RMA-003593,20241217,128883,SO-0008234,SKU-0066,M03,C012,1,2,265.82
RMA-003594,20250102,128904,SO-0009221,SKU-0066,M03,C012,1,1,131.68
RMA-003595,20241231,128906,SO-0009314,SKU-0066,M03,C015,1,2,294.26
RMA-003596,20250224,128935,SO-0010658,SKU-0066,M03,C014,1,2,289.58
RMA-003597,20250224,128936,SO-0010703,SKU-0066,M03,C014,1,2,287.28
RMA-003598,20250306,128964,SO-0012124,SKU-0066,M03,C013,1,2,278.66
RMA-003599,20250312,128969,SO-0012393,SKU-0066,M03,C014,4,2,287.64
RMA-003600,20250401,128975,SO-0012657,SKU-0066,M03,C013,5,1,137.44
RMA-003601,20250321,128979,SO-0012880,SKU-0066,M03,C013,1,1,149.47
RMA-003602,20250517,129008,SO-0014355,SKU-0066,M03,C012,1,2,267.98
RMA-003603,20250502,129011,SO-0014492,SKU-0066,M03,C014,1,2,286.08
RMA-003604,20250501,129014,SO-0014627,SKU-0066,M03,C015,1,2,279.28
RMA-003605,20250523,129026,SO-0015205,SKU-0066,M03,C013,1,1,140.95
RMA-003606,20250521,129032,SO-0015475,SKU-0066,M03,C015,1,1,140.88
RMA-003607,20250602,129037,SO-0015696,SKU-0066,M03,C013,4,2,284.92
RMA-003608,20250609,129050,SO-0016319,SKU-0066,M03,C012,1,2,270.18
RMA-003609,20250629,129051,SO-0016365,SKU-0066,M03,C013,4,1,146.92
RMA-003610,20250618,129055,SO-0016545,SKU-0066,M03,C014,1,2,287.78
RMA-003611,20250712,129061,SO-0016816,SKU-0066,M03,C016,1,2,219.72
RMA-003612,20250619,129063,SO-0016901,SKU-0066,M03,C012,1,2,260.92
RMA-003613,20250808,129091,SO-0018333,SKU-0066,M03,C012,1,1,132.45
RMA-003614,20250819,129106,SO-0019045,SKU-0066,M03,C014,2,1,147.64
RMA-003615,20250911,129116,SO-0019629,SKU-0066,M03,C014,5,1,142.15
RMA-003616,20250905,129120,SO-0019807,SKU-0066,M03,C012,1,2,273.4
RMA-003617,20250908,129122,SO-0019987,SKU-0066,M03,C014,3,1,140.34
RMA-003618,20250923,129124,SO-0020208,SKU-0066,M03,C012,1,1,132.38
RMA-003619,20251203,129191,SO-0023752,SKU-0066,M03,C012,1,1,134.62
RMA-003620,20260201,129225,SO-0025996,SKU-0066,M03,C012,5,2,277.08
RMA-003621,20260212,129230,SO-0026668,SKU-0066,M03,C012,1,1,132.92
RMA-003622,20240618,129238,SO-0000286,SKU-0066,M04,C017,1,1,143.35
RMA-003623,20240723,129275,SO-0001944,SKU-0066,M04,C021,4,2,267.5
RMA-003624,20240724,129280,SO-0002168,SKU-0066,M04,C020,1,2,268.24
RMA-003625,20240830,129295,SO-0002833,SKU-0066,M04,C017,1,1,147.6
RMA-003626,20240816,129299,SO-0003013,SKU-0066,M04,C017,5,1,145.94
RMA-003627,20240827,129307,SO-0003373,SKU-0066,M04,C019,1,1,138.78
RMA-003628,20240918,129313,SO-0003687,SKU-0066,M04,C021,1,1,136.96
RMA-003629,20240924,129329,SO-0004447,SKU-0066,M04,C021,3,1,136.17
RMA-003630,20240926,129333,SO-0004623,SKU-0066,M04,C019,1,2,274.16
RMA-003631,20241113,129366,SO-0006091,SKU-0066,M04,C018,1,1,146.26
RMA-003632,20241031,129376,SO-0006536,SKU-0066,M04,C017,1,1,138.47
RMA-003633,20241126,129402,SO-0007751,SKU-0066,M04,C021,2,1,133.26
RMA-003634,20241215,129404,SO-0007837,SKU-0066,M04,C017,1,1,143.54
RMA-003635,20241221,129411,SO-0008153,SKU-0066,M04,C020,1,2,269.1
RMA-003636,20250105,129417,SO-0008419,SKU-0066,M04,C017,1,2,288.4
RMA-003637,20241222,129420,SO-0008554,SKU-0066,M04,C017,1,2,288.28
RMA-003638,20250113,129426,SO-0008827,SKU-0066,M04,C022,1,1,114.85
RMA-003639,20250212,129460,SO-0010437,SKU-0066,M04,C017,1,1,144.2
RMA-003640,20250208,129467,SO-0010755,SKU-0066,M04,C021,5,1,134.51
RMA-003641,20250320,129489,SO-0011733,SKU-0066,M04,C018,1,2,294.0
RMA-003642,20250304,129493,SO-0011908,SKU-0066,M04,C017,1,1,142.45
RMA-003643,20250330,129504,SO-0012397,SKU-0066,M04,C018,1,1,143.06
RMA-003644,20250426,129530,SO-0013558,SKU-0066,M04,C021,4,1,128.57
RMA-003645,20250508,129544,SO-0014186,SKU-0066,M04,C021,1,1,138.34
RMA-003646,20250426,129545,SO-0014276,SKU-0066,M04,C021,5,1,133.76
RMA-003647,20250502,129550,SO-0014495,SKU-0066,M04,C017,1,2,277.18
RMA-003648,20250612,129578,SO-0015789,SKU-0066,M04,C017,1,1,136.87
RMA-003649,20250615,129586,SO-0016146,SKU-0066,M04,C017,1,2,279.48
RMA-003650,20250701,129591,SO-0016415,SKU-0066,M04,C018,4,1,141.61
RMA-003651,20250830,129650,SO-0019048,SKU-0066,M04,C017,1,2,288.12
RMA-003652,20250901,129665,SO-0019771,SKU-0066,M04,C021,1,1,136.43
RMA-003653,20250904,129668,SO-0019905,SKU-0066,M04,C021,1,2,272.24
RMA-003654,20250920,129670,SO-0019994,SKU-0066,M04,C021,5,2,272.64
RMA-003655,20250924,129689,SO-0020885,SKU-0066,M04,C017,1,1,141.63
RMA-003656,20251008,129692,SO-0021024,SKU-0066,M04,C021,4,1,140.09
RMA-003657,20251005,129698,SO-0021292,SKU-0066,M04,C020,1,2,275.84
RMA-003658,20251107,129720,SO-0022367,SKU-0066,M04,C017,1,2,283.74
RMA-003659,20251103,129732,SO-0022950,SKU-0066,M04,C017,5,1,143.4
RMA-003660,20251116,129740,SO-0023312,SKU-0066,M04,C021,4,1,131.24
RMA-003661,20251124,129754,SO-0023938,SKU-0066,M04,C019,1,1,134.76
RMA-003662,20251215,129758,SO-0024118,SKU-0066,M04,C019,5,1,138.56
RMA-003663,20260105,129772,SO-0024882,SKU-0066,M04,C018,1,1,143.77
RMA-003664,20251217,129773,SO-0024926,SKU-0066,M04,C017,2,1,140.88
RMA-003665,20260113,129776,SO-0025197,SKU-0066,M04,C019,5,1,136.76
RMA-003666,20240619,129803,SO-0000472,SKU-0066,M05,C026,2,2,286.08
RMA-003667,20240628,129807,SO-0000738,SKU-0066,M05,C023,1,2,276.36
RMA-003668,20240702,129812,SO-0000963,SKU-0066,M05,C023,1,1,142.58
RMA-003669,20240701,129813,SO-0001007,SKU-0066,M05,C023,1,1,142.65
RMA-003670,20240821,129841,SO-0002353,SKU-0066,M05,C027,1,1,114.63
RMA-003671,20240819,129842,SO-0002398,SKU-0066,M05,C027,5,2,229.52
RMA-003672,20240824,129846,SO-0002621,SKU-0066,M05,C027,1,2,227.9
RMA-003673,20240815,129852,SO-0002885,SKU-0066,M05,C024,5,1,140.89
RMA-003674,20240814,129855,SO-0003020,SKU-0066,M05,C024,5,1,142.5
RMA-003675,20240903,129856,SO-0003066,SKU-0066,M05,C025,1,1,145.77
RMA-003676,20240820,129860,SO-0003242,SKU-0066,M05,C023,1,2,290.72
RMA-003677,20240901,129866,SO-0003557,SKU-0066,M05,C025,1,2,279.36
RMA-003678,20241011,129896,SO-0004987,SKU-0066,M05,C027,2,1,114.06
RMA-003679,20241006,129903,SO-0005294,SKU-0066,M05,C023,2,1,147.83
RMA-003680,20241105,129912,SO-0005743,SKU-0066,M05,C027,1,1,109.8
RMA-003681,20241112,129931,SO-0006587,SKU-0066,M05,C023,5,1,139.35
RMA-003682,20241115,129935,SO-0006768,SKU-0066,M05,C025,1,1,143.38
RMA-003683,20241223,129962,SO-0007979,SKU-0066,M05,C025,1,1,141.73
RMA-003684,20241205,129963,SO-0008026,SKU-0066,M05,C027,2,1,111.82
RMA-003685,20241222,129969,SO-0008294,SKU-0066,M05,C027,1,2,222.26
RMA-003686,20250106,129973,SO-0008471,SKU-0066,M05,C024,1,2,284.14
RMA-003687,20250110,129982,SO-0008876,SKU-0066,M05,C026,1,1,144.17
RMA-003688,20250112,129994,SO-0009412,SKU-0066,M05,C023,1,1,141.0
RMA-003689,20250129,130009,SO-0010085,SKU-0066,M05,C023,2,1,142.96
RMA-003690,20250207,130024,SO-0010758,SKU-0066,M05,C024,4,1,141.44
RMA-003691,20250226,130033,SO-0011335,SKU-0066,M05,C024,1,1,141.83
RMA-003692,20250223,130041,SO-0011693,SKU-0066,M05,C023,1,1,145.33
RMA-003693,20250412,130069,SO-0013070,SKU-0066,M05,C024,2,2,281.74
RMA-003694,20250422,130072,SO-0013204,SKU-0066,M05,C024,1,1,141.83
RMA-003695,20250422,130074,SO-0013296,SKU-0066,M05,C026,5,1,144.06
RMA-003696,20250507,130088,SO-0013965,SKU-0066,M05,C024,1,1,138.4
RMA-003697,20250605,130122,SO-0015532,SKU-0066,M05,C027,4,1,111.69
RMA-003698,20250612,130123,SO-0015574,SKU-0066,M05,C024,1,1,140.29
RMA-003699,20250606,130137,SO-0016201,SKU-0066,M05,C027,1,1,110.09
RMA-003700,20250615,130141,SO-0016376,SKU-0066,M05,C024,1,1,140.74
RMA-003701,20250706,130148,SO-0016691,SKU-0066,M05,C026,3,2,287.56
RMA-003702,20250624,130150,SO-0016778,SKU-0066,M05,C023,1,1,145.17
RMA-003703,20250716,130167,SO-0017627,SKU-0066,M05,C023,3,2,274.0
RMA-003704,20250727,130171,SO-0017807,SKU-0066,M05,C024,1,2,281.78
RMA-003705,20250728,130172,SO-0017852,SKU-0066,M05,C024,1,1,142.0
RMA-003706,20250727,130177,SO-0018079,SKU-0066,M05,C026,2,1,141.71
RMA-003707,20250720,130179,SO-0018167,SKU-0066,M05,C024,4,1,142.72
RMA-003708,20250825,130191,SO-0018834,SKU-0066,M05,C027,1,1,108.69
RMA-003709,20250819,130194,SO-0018965,SKU-0066,M05,C024,1,1,143.51
RMA-003710,20250811,130195,SO-0019010,SKU-0066,M05,C024,1,1,143.95
RMA-003711,20250819,130196,SO-0019057,SKU-0066,M05,C026,1,2,280.9
RMA-003712,20250902,130213,SO-0019866,SKU-0066,M05,C026,2,2,280.94
RMA-003713,20250916,130220,SO-0020174,SKU-0066,M05,C023,5,2,283.82
RMA-003714,20250922,130237,SO-0021073,SKU-0066,M05,C025,2,1,142.62
RMA-003715,20251022,130242,SO-0021384,SKU-0066,M05,C023,1,1,143.06
RMA-003716,20251015,130243,SO-0021432,SKU-0066,M05,C026,1,1,147.27
RMA-003717,20251026,130253,SO-0021970,SKU-0066,M05,C024,1,1,139.68
RMA-003718,20251105,130268,SO-0022733,SKU-0066,M05,C024,1,1,141.7
RMA-003719,20251217,130307,SO-0024842,SKU-0066,M05,C023,5,1,141.94
RMA-003720,20260106,130319,SO-0025785,SKU-0066,M05,C024,1,1,144.25
RMA-003721,20260118,130322,SO-0026188,SKU-0066,M05,C024,2,1,140.98
RMA-003722,20240626,130341,SO-0000655,SKU-0066,M06,C030,1,2,287.6
RMA-003723,20240726,130354,SO-0001237,SKU-0066,M06,C028,1,1,137.36
RMA-003724,20240801,130371,SO-0002041,SKU-0066,M06,C028,5,2,283.72
RMA-003725,20240806,130387,SO-0002759,SKU-0066,M06,C031,5,1,134.8
RMA-003726,20240810,130389,SO-0002845,SKU-0066,M06,C029,1,1,142.44
RMA-003727,20240829,130398,SO-0003296,SKU-0066,M06,C032,1,1,134.9
RMA-003728,20240914,130407,SO-0003696,SKU-0066,M06,C030,4,2,277.2
RMA-003729,20240913,130412,SO-0003922,SKU-0066,M06,C032,1,2,267.78
RMA-003730,20241001,130424,SO-0004499,SKU-0066,M06,C028,2,1,144.07
RMA-003731,20241028,130442,SO-0005345,SKU-0066,M06,C032,5,1,141.54
RMA-003732,20241019,130456,SO-0005969,SKU-0066,M06,C029,1,1,147.18
RMA-003733,20241031,130466,SO-0006462,SKU-0066,M06,C032,1,1,140.88
RMA-003734,20241118,130467,SO-0006503,SKU-0066,M06,C028,3,2,274.08
RMA-003735,20241121,130468,SO-0006548,SKU-0066,M06,C029,1,1,142.39
RMA-003736,20241125,130492,SO-0007624,SKU-0066,M06,C029,1,1,138.15
RMA-003737,20241129,130493,SO-0007668,SKU-0066,M06,C028,5,1,140.64
RMA-003738,20241211,130503,SO-0008116,SKU-0066,M06,C028,1,1,143.22
RMA-003739,20250102,130513,SO-0008566,SKU-0066,M06,C029,1,1,142.49
RMA-003740,20250212,130559,SO-0010632,SKU-0066,M06,C033,5,1,112.43
RMA-003741,20250219,130562,SO-0010765,SKU-0066,M06,C032,1,2,278.92
RMA-003742,20250208,130563,SO-0010809,SKU-0066,M06,C031,2,1,135.63
RMA-003743,20250217,130565,SO-0010898,SKU-0066,M06,C031,1,1,132.68
RMA-003744,20250213,130574,SO-0011300,SKU-0066,M06,C032,1,1,138.37
RMA-003745,20250403,130598,SO-0012366,SKU-0066,M06,C032,1,1,135.33
RMA-003746,20250324,130605,SO-0012672,SKU-0066,M06,C028,4,1,142.32
RMA-003747,20250324,130606,SO-0012717,SKU-0066,M06,C028,1,2,297.56
RMA-003748,20250407,130608,SO-0012808,SKU-0066,M06,C029,1,1,137.84
RMA-003749,20250419,130614,SO-0013074,SKU-0066,M06,C028,2,2,287.02
RMA-003750,20250418,130619,SO-0013298,SKU-0066,M06,C028,1,1,140.34
RMA-003751,20250427,130626,SO-0013614,SKU-0066,M06,C032,1,1,134.52
RMA-003752,20250501,130645,SO-0014461,SKU-0066,M06,C028,2,1,142.61
RMA-003753,20250529,130654,SO-0014868,SKU-0066,M06,C032,5,2,260.56
RMA-003754,20250602,130659,SO-0015085,SKU-0066,M06,C028,1,1,142.96
RMA-003755,20250513,130661,SO-0015175,SKU-0066,M06,C028,1,1,144.48
RMA-003756,20250604,130665,SO-0015355,SKU-0066,M06,C030,4,1,139.11
